text,Optimistic,Pessimistic,Sad,Surprise
شلون اقنع نفسي ان ضيق التنفس الي فيني   من الربو مو كورونا ؟,0,0,1,0
النت ضعيف جداً  (قلب_مجروح)  (حائر)  ,0,0,1,0
بالوضع الحالي نحتاج تصاريح ترفع المعنويات لنتعافى و نعبر هالازمة وزير يطلع يصرح كورونا الى سنه و عضو يصرح الوضع المالي مرعب   اقول ليتها بركة,0,0,1,0
"كورونا ، والفيضانات ، والزلازل ، والحرب ، والفقر ، والعالم في انتظاركم ، منقذ العالم  ",0,1,0,0
قطع سلسلة انتشار فيروس كورونا يعني التعجيل في الشفاء. قطع سلسلة المعاصي يعني التعجيل في الظهور. ,1,0,0,0
اللهم اشفي عمي واحميه من ڤايروس كورونا  folded_hands    خوف كبير عليه ومناعته ضعيفة والحالات في تزايد رهيب عندهم  (بكاء) ,0,0,1,0
هل تتعاطف مع مذيعي قناة الجزيره في قطر اذا اصيبو بوبا كرونا,0,0,0,1
"أزمة كورونا خلّت أمي تمنعنا من انه نسير حوش البيت، تقريبًا أكثر من أسبوع ونص وأنا ما طحت الحوش:)))))",0,0,1,0
والله لو ما فيه كورونا هالحزة الناس قاعدة تجهز ثيابها والامهات يبرزون الاچباس حق التوزيع  (قلب_مجروح)  (قلب_مجروح) ,0,0,1,0
الحين خلال ٤ شهور معقوله كل الخبراء والدكاتره الي بالعالم عجزوا يلقون علاج لفايروس ..؟!  (حائر) ,0,0,1,0
"أيّا كان هذا الذي نمُر به ، سينتهي .           ",1,0,0,0
امي حلمت اننا ثلطعش رمضان رايحين عمره يارب اكتبها لنا ويكون كورونا انزاح  (حزين مخيب) ,1,0,0,0
"فعلا مايصح إلا الصحيح،، كورونا اظهر الحياه على حقيقتها  (موافق)  light_skin_tone  (قلب) ️",1,0,0,0
وصلت مرحله اتخيل الحياه بدون كورونا وبعد كورونا كيف بنرجع نتقبل كل شي بدون خوف  (كسل)  person_walking  light_skin_tone ‍ female_sign ️,0,0,1,0
لاحول ولا قوة الا بالله   الله يرحمنا برحمته  (قلب_مجروح) .  ,0,0,1,0
أزمة كورونا تكشف الوجه القبيح للرأسمالية   رجال الأعمال لايعنيهم سوى الأرباح حتى على حساب الأرواح   نجيب ساويرس ادفع الضرايب ال عليك,0,0,1,0
خدمات طلابيه بحوث وواجبات وتلخيصات حياكم  glowing_star  glowing_star         ,0,0,0,1
لأكثر حيوان منحوس في حياته ومن كثر نحسه من كل طلاب الجامعه رابعني انا كل عام وانت اقوى من كورونا يا بعد تشبدي  (بريق)  confetti_ball  party_popper  love_letter  wrapped_gift ,0,0,0,1
"طرق مكافحة وتوعية الناس من حول العالم ، تتخذ طرق وأساليب مختلفة !     ",1,0,0,0
كورونا تسأل من يحكم العالم اليوم ومن يقدر أن يقول أنا قوي؟,0,0,0,1
فجاه بدون سبب احس الحياة بدت تصير كئيبه لان كل يوم نفس الروتين ي كورونا تكفين روحي.!!,0,1,1,0
سبب الانتشار مرض كرونا هو ضعف المناعه هو اكلهم لحم الخنزير,0,1,0,0
انا اذا م مت من كورونا بموت من الملل.,0,1,1,0
لما تلاقي عدد الاصابات بدول متقدمة طلع فوق ال100 الف اصابة هون لازم تحمد الله الي ما عم ينعمل تحاليل وتكتر وترعبنا,1,0,0,0
اتوقع لو داك المكان خلونا نداوم وتجينا كورونا كلنا كان أحسن من إللي بيسوه فينا دحين,0,1,1,0
العالم بقي صغير جدا بسبب كورونا   واحد يعطس في الصين واحد في استراليا يمرض بسبب عطست الصيني !!!!,0,0,0,1
أكثر من 60 ألف وفاة في أوروبا بسبب    الإصابة بكورونا   13 الف حالة وفاة في أمريكا !!,0,0,0,1
"جملة أعجبتني في حملة مواجهة فيروس كورونا الجديد: *\نتباعد اليوم؛ لنجتمع غداً بأمان\""* (سلام محبه) """,1,0,0,0
متر ونص     ممكن بعد الله يكون سبب وقايتك من فيروس كورونا   ,1,0,0,0
"المفروض الحكومة تكافئ أهل سكاكا لما فيهم من وعي ، إلى الآن ولا حالة كورونا الحمد لله",1,0,0,0
لما تلاقي عدد الاصابات بدول متقدمة طلع فوق ال100 الف اصابة هون لازم تحمد الله الي ما عم ينعمل تحاليل كتير عنا وننرعب,0,0,1,0
 وحبك جايب العيد   ومن عقب حظرالتجول فرقونا    أعشقك عشق كبير وحالي يزيد  والحب له اعراض اسواء من كرونا,1,0,0,0
أظهر أننا نحتاج الى شخص من الله لإدارة العالم...  ,0,1,0,0
أثبتت الأحداث الأخيرة مع فيروس كورونا في العالم أن المال أدنى مراتب الرزق وأن الصحة والحرية لاتقدر بثمن  فالحمدلله على كل حال,1,0,0,0
في ظل أزمة كورونا هناك اشياء سوف تحدث في النهاية وسوف تغير العالم .!!,0,1,0,0
مالديني و ابنه دانييل تعافوا من كورونا رسميا,1,0,0,0
عفكره ...انا من قبل كورونا مستحييييييل ارص شيء بدولاب المطبخ او الثلاجه بدون مايتغسل,0,1,0,0
"في هذه الأيام ، عندما أودي مرض كورونا بحياتنا ،  نحن بحاجة ماسةالي منقذ لاستعادة أمننا و صحتنا  .....  ",0,0,1,0
المخلّص الموعود هو معجزة الوجود. فعن أي معجزة تبحث؟      ,0,0,0,1
من اشترى اليوم ما لا يحتاجه   باع في يوم ما يحتاج اليه   ,0,1,1,0
لو مافي كورونا كان بادي الكونسرت قبل يقص جين شعره و نشوفه يرقص فيه (قلب_مجروح)  (قلب_مجروح)  (قلب_مجروح)  (قلب_مجروح)  (قلب_مجروح) ,0,0,1,0
خطة اصلاحية في زمن كورونا والحجر والانكماش الاقتصادي وتوقف التبادلات والمواصلات والتبادلات التجارية Stay connected مع الابداعية اللبنانية,0,0,0,1
اخبار:  رئيس جمهور شنبه را شروع مرحله جديدي از مبارزه با كرونا دانست.   هفته اين بابام دو روز داره كلا   ميرينه جمعه ست   نميرينه شنبه   ,0,0,0,1
"هؤلاء ليسوا ضحايا كورونا ..  بل ضحايا كيماوي بشار الأسد الذين خذلهم العالم، الذي يختتق الان بكورونا",0,0,1,0
ظلينا نتكلم ساعات ساعات رتبت فيها نفسي وبكيت فيها مخاوفي مازلت أحس بشعور غريب وكأني رحلت من البيت للتو وهذا الشعور أقدر أتحمله,0,1,1,0
كل سنه وانتي بخير ياقلبي وكل سنه وانتي سعيده يارب  (فرح)   red_(قلب) ️  balloon   balloon ,1,0,0,0
البسطاء يمتلكون أرواح نادره جداتجدهم بمظهر متواضع لكنهم بمحتوى باهض وراقي ينعمون بهدوء النفس لأنهم يمتلكون كنزالقناعة #سنام_المجد_للدعم,1,0,0,0
انا اكثر شخص متناقض بداخلي حب وكره وامل وقنوط للحين ماعرفت نفسي,0,0,1,0
واللي يغيظ ان اريكسن جاب 11 ووالكر جاب 9 وكوستا جاب 16 ومهزلة يعني عامل تريبل كابتن لاقل واحد جاب نقط  (فرح) ,0,0,0,1
النفاق الإلكتروني عندما تجد مواقع التواصل الإجتماعي مليئة بالأدعية والمساجد فارغة #حسرة,0,0,1,0
الشي الوحيد الي مخليني بهالحساب انو تقريبا محد يعرفني فيه وماني مستعدة اواجه حقيقة اني في حالة انكسار:(,0,1,1,0
عبودي رافع ضغطي عندنا ولد جار يشبه عبودي ودي اتوطأ في بطنه وبطن عبودي,0,1,0,0
اعلان 500500 مبهج جداا بس ليه لميس,1,0,0,1
 (استفهام) \n\nفي مصر :- احنا بنشتغل عشان نجيب فلوس نروح بيها الشغل ! frog_face  (رفع اليد) \n\n white_(استفهام)  - يشعر بـالاستياء,0,1,0,0
الحمدلله اذا حسيت اني مرضيه ربي احس بسعاده داخليه ليت اللذي بيني وبين الله عامر واالذي بيني وبين الناس خراب,1,0,0,0
@nowaaaash ليش وسواس تعوذي من الشيطان واكثري من الاستغفار حتى انا يجيني بس لاني انشغلت في علوم القران والدراسه سبحان الله اختفى تماما,1,0,0,0
لحظة #صبر في لحظة #غضب تمنع ألف لحظة #ندم,1,0,0,0
@RolaFouad @mshinqiti @BlueSam2011 المغرب ماهو فاضي يفتح جبهه خصوصا ان الريف يغلي عليه غليان فتصور تغطي اخبارها الجزيرة.  فقط تغطيه,0,1,0,0
@alkuwaite_7 ابي مساعده  الي يكدر يساعدني  ربي يجعلها بميزان حسناتكم  اقسم بالله  محتاجه مساعده,0,0,1,0
بيض الله وجهك والله ماقصرت وواصل الى الامام ماعليك من الاعلام المعادي اتمنى ابعاد كل لاعب يتمرد على النادي مشجع نصراوي30سنه,1,0,0,0
عيد سعيد جميعا كل سنة وإنتو طيبين يارب أتمنى لكم عيد مليء بالأفراح مع اللي تحبوهم ولا مانع من العيديات والشوكلاتات والمفآجات  (فرح)   balloon   wrapped_gift ,1,0,0,0
تخيل نفسك هزيل الجسد مرعب الهيئة خالي من التعابير نظرة الخوف واليأس تشرح حالك حاول ان تحفظ هذه اللحظة وكل وقت ترى نازح تذكرها وساعده,0,0,1,0
@Bobleshc @YehiaMayar لا ازاى يا حبيبي نام و ارتاح   (مخيب)    (غضب) ,0,0,1,0
#KingJiyongIsBack- ﴿ وما كان الله معذبهم وهم (يستغفرون) ﴾ #أمان  thought_balloon   (قلب_سهم)  -,1,0,0,0
#بهجة_أمل  two_(قلب)s \n٩٩.لماتنزل درجة المادة ماقبل الأخيرة  (فرح)  (فرح)  (فرح)  (فرح)  (فرح) ياربي ايش اسوي أطير يعني ولا أنقز والله ايش بالضبط صارقلبي بستان شكرايارب لأنك معايا (فرح)  two_(قلب)s ,1,0,0,0
الأنا خايف منو وبقرض في أضافري من التوتر إنو البيتكوين يبقى بعد شوية من متطلبات الشيلة والله إلا نجعر,0,1,0,0
زي انهاردة من سنة كنت قلقان و متوتر  و حاسس بشعور طلاب الثانوية العامة دلوقتي .\nفا يارب اصلح حالهم و اكرمهم  (قلب_مجروح) \n#ثانويه_عامه,1,0,0,0
انتو حتى عقولكم ممنوعه من سماع الراي الاخر وممنوعه من قول الحق بدليل مستشاركم الي مسح تغريدته هذا مب خوف وترهيب للشعب,0,1,0,0
"اليوم راح نبلش بالمشروع عند اشارة القرين  red_(قلب) ️ (فرح) \nالتوزيع راح يكون وجبة افطار صائم وهيا عباره عن : تمر ،  لبنه ، ماي ، لبن . \n#ابتسم_تكفى",1,0,0,0
"#إهمال_المدارس_الثانويه_في_تأخير_الملفات\n- يعني عيب والله يكفي انو ذي الفتره كلها اختبارات تحصيلي , نهائي , قدرات (قلب_مجروح)  (قلب_مجروح) .",0,0,1,0
يا باغي الخير أقبل #فرحهم_ب_كسوة_العيد كن سببا لإبتسامة يتيم أو محتاج,1,0,0,0
وقع فمات القصه حزينه,0,0,1,0
ماأصلح للإستغلال أبدا لأني على رغم الضعف اللي تشوفه فيني أقدر أستبدله بخبث فالله يرضى عليك إبعد وإنت طيب,0,0,1,0
"@maroko_chan "" اقل ما فيه انه يذل ، يهين ، يسقط الكرامه "" الواحد وش ينتظر خطوره اكثر من انه تنهان كرامته و ينذل!",0,0,1,0
 (بريق)  تقبل الله منا ومنكم  (بريق)  وعيدكم بهجة لا تغادركم أبدا,1,0,0,0
#تعب #حزن #ضيق #وجع #ارهااق #مختنق #صدماات,0,1,1,0
@FatimGuc99 @Tatiimah اهم فيه شعلله لو على خفيف  (ضحك مزح)  اصلاً الشعلله الزايده ذي مو عاجبتني سببت لي توتر اخاف يفوتني شي,0,1,0,0
#طروب #فنانة_من_لبنان صوت ايجابي وبيحض على الفرح وكذا (ما بعرف شو ذكرني فيا على كل حال صباحو يا جماعة)  (فرح تعاطف خجل) ,1,0,0,0
والله بروج انتي من يوم ما اشوفك ابتسم لا شعوريا وجهك يجيب الانشكاح والتفاؤل ماشاءالله  (فرح)   face_with_tears_of_joy   growing_(قلب) ,1,0,0,0
اللهم اني اعوذ بك من الهم و الحزن واعوذ بك من العجز و الكسل واعوذ بك من الجبن و البخل واعوذ بك من غلبة الدين وقهر الرجال,1,0,0,0
عيدكم مبارك وسعيد نبتهج بالعيد وإن كان في القلب حبيب بعيد او واقع ألمه يزيد فلن يسرق منا سعادة العيد السعيد — feeling festive,1,0,0,0
إيه لا لا لا... (مزح)  (مزح)  الفرح حيبوظ على وحدة ماتت ولا إيه (ضحك مزح)  (ضحك مزح)  (مصدوم خجل)  hear-no-evil_monkey  see-no-evil_monkey  see-no-evil_monkey  (ضحك مزح)  (ضحك مزح)  #أكرم_حسني  (قلب)  #الحب #خفة_دم    see-no-evil_monkey  hear-no-evil_monkey  (قلب)  (قلب)  (ضحك مزح) \n#ريح_المدام,0,1,0,0
"بس أبكي واكون ضعيفه ومستسلمه، وساعات يجيني خفقان قلب وانهار! اهلي شكّو انه صرع.",0,0,1,0
كنت متحمس لحلقه اليوم ومتحمس ايضا بمشاركه حسين عبدالرضا لاكن انصدمت فعلا بأن القلب السعودي حسود يكره الحب نكدي ملقوف  (رفض)   medium-light_skin_tone  #سيلفي٣,0,0,1,0
مشاعرى تشكو الغياب وتقيم الحداد كلما تذكرتك يامي خيم الحزن على قلبي وكان غيمة سوداء تصب مطرها من دموعي اه ياوجع الرحيل,0,0,1,0
#بخاطري_ودي_اقول ومع كل غياب يسقط منا شيء إما قطعة ثقة أو ربما خيبة أمل,0,1,1,0
مابعرفش أسيطر على إنفعالي الطفولي ودي حاجة دايما بتسببلي إحراج والله  (مخيب) ,0,0,1,0
"#Birthday_HEM تونايت: يلي "" وجهك يعلمني معنى الفرح يحسسني إن الحياة بكبرها ضحكة ثغر""",1,0,0,0
كل هذاولا سال عن السبب مع ان ممكن يكون سبب تافه اودلع بنات على قولتهم كان كل همه من اللي نزل دموعي كانت ردت فعله بس يبي ينتقم من اللي زعلني,0,0,1,0
أول مرة يقعد مع خطيبته ؟\nمن الارتباك سألها :\n\nاخوك الكبير احمد شنو اسمه ؟\nقالت : أي واحد فيهم ! (ضحك مزح) \n\nواضح فيه توافق فكري الله يوفقهم (ضحك مزح) ,0,0,0,1
#بهجة_أمل \n٨٩.*أمل لما أتكلم معاك أحس براحة نفسية و ما نفسي أوقف *\n*أمل انت قاعدة توريني الحياة من جهة ثانية و تفتح لي آفاق * two_(قلب)s  (قلب)  lollipop ,1,0,0,0
#ربي أدخل #شهر_رمضان #علينا وأنت #راضي عنا و إجعلة شهر #تتبدل فية #ذنوبنا إلى #حسنات #وهمومنا إلى #أفراح #وأحﻻمنا إلى #واقع,1,0,0,0
تتوقعون وش بيصير الاحد  (فرح)  face_with_tears_of_joy  داىم يبهرنا سرور بااشياءه فااباذن الله شي جميل #سنابات_سرور_الروقي,1,0,0,0
ثلاث نقاط مهمة بالنسبة لأي شخص .. \n-طلع يلي في قلبك مع شريك حياتك \n-استمتع بحنان أهلك\n-إصنع الإبتسامة لأصدقائك (فرح) \n#أنس  (قلب) ,1,0,0,0
يوم أسود في تاريخ #مصر احساس بالمهانة غير سبوق نواب عار هيدخلوا التاريخ من اقذر ابوابه حسبنا الله و نعم الوكيل #تيران_وصنافر_مصرية,0,1,1,0
مفيش حاجه مبهجه انهارده غير اعلان  cristiano ronaldo  red_(قلب) \nI love you bgd  face_with_tears_of_joy  (فرح)  red_(قلب) ,0,0,1,0
وأعشقُ الصبحَ اذا تسري نسائمهُ\nتعيدُ في كل روحٍ .. بسمة الأملِ\n.\nلنآ مع الصبحُ .. أمالٌ نرجيهآ\nونسألُ اللهِ فيهِ صالحَ العملِ\n.\nصباح الخير thought_balloon  (قلب) ,1,0,0,0
#ترحيل_مهند_الفلسطيني_مطلبنا بصراحة في تساهل مع الوافدين كم من اجنبي مجرم تمت محاكمته وسجنه ثم يرحل ويسمح له بالعودة إلى بلدنا,0,1,1,0
والدي استودعتك الله من كل شر لقد قلقت عليك كثيرا هاهي الساعه السابعة وخمسة وأربعون دقيقة وأنت لم تأت بعد من صلاة الفجر حفظك الله,1,0,0,0
طب انا اقسم بالله بسمع اغنية راجعين جسمي بيقشعر حلاوة اول حلقه وانشكاح اول حلقه بكل مافيها من احاسيس متلخبطه  (فرح)   (فرح) ,1,0,0,0
الشوق غصة وارتجافة واختناق ما لي معه حيلة ولا لي فيه حيل *,0,0,1,0
"وابدأ افتكر كل حاجة حلوة من تاني كده، كمية التشويق اللي في الموضوع ده كبيرة جداً واتمني يكون في حد عنده نفس الرغبة دي عشان ماحسش نفسي عبيط",1,0,0,0
ابتهاج اجتماع الحبايب والله يزيد السعادة سعادة (قلب) ️,1,0,0,0
كم هو مؤلم أن تسير الحياة على هذا النحو العادي بدون أمي يتخيل لي وجهها في كل مره اشعر بقسوة الحياه علي إن أشد مرارة تشعر بها هي فقدان الأم,0,0,1,0
تعبت من التوتر اتمنى انام واصحى بعد ماتنتهي و اشوف الثانيه عشر رافعها راموس,0,0,1,0
"بعض الاغاني تدخل القلب وتبعثر كل مافيه وتصعد العقل وتبحث فيه عن الذكرى المرتبطه بهذه الكلمات ،فيبدأ يخيم على صاحبها السكوون والمصحوب بتنهيده",0,0,1,0
ضريبة على العربيات اللى فوق ال ١٠٠ الف .. هو فى عربيات باقل من كده يا بهيم بعد ما غرقتوا الجنيه ؟؟؟,0,1,0,0
التعدد ما هو إلا خيانة للزوجة بإسم الدين و بدون أي تأنيب ضمير و أي رجل يلقب زوجته بالبرميل فلا يستحق اهتمام أي امرأة,0,0,1,0
اتمنى لك احلام سعيدة فيني (قلب) ️,1,0,0,0
اف اف شو صاير بالخليج  (حزين مصدوم) ...ليش هيك هالتوتر ...؟؟؟ والله اني ما عم اعرف شي من هالدنيا الا الكتب و الامتحانات  expressionless_face ,0,0,1,0
@Mayar05420154 @moniaah__ يابنتى انتى المفروض تحتفلي بيا وتفرحيني وتعمليلي مفاجأة ده انا عيدميلادى قرب خالص وانتى عارفة انى مكتئبة  (قلب_مجروح) ,0,0,1,0
كمية احساس وطرب زي السياره لما تعبيها فل  (فرح)   red_(قلب) ,1,0,0,0
قبيله حرب والله ان غضبي عليهم غضب الله على بليس,0,1,0,0
هاذا مو انتقام وبس انتي قضيتي علي,0,0,1,0
طمني عليك اذا حسيت بأي اذى بتلقلتي مع قلبك اذا بكى..,0,0,1,0
بحكي لك عجز: شفت خوف إنسانة حقيقية على أمها الجدة! قد خوفي عليك لهالحظة. هزني الموقف! وكنت أضعف من أنّي أمسح دمعتها أو ألملم إنكساري.,0,0,1,0
كل ماجيت اعتني في نفسي الموجوعه سببت في صدري #الاحزان صوت وزحمه جعل ماجاني على دنيا الشقا من لوعه تحتسب في الاخره تخفيف ذنب ورحمه,0,1,1,0
عن الليالي السود المخيفة : كنت الاشراق السريع مدحضة كل ذعر قاتلة كل نوبة ذعر ابدا لن انسى ذلك يا طهر هذه الارض و ركازها,0,0,1,0
#احتفالات_عيد_الرياض مو حلو عيدكم حنا احلا  (إنكار) ,1,0,0,0
⁦مرحبا أنتي جميله وهناك شخص يحبك كوني سعيده دائما لأن عيناك مذهله عندما تبتسمين  (قلب_سهم) ,1,0,0,0
صحيت من النوم فايق و مفيش حاجة معكرة مزاجي قولت ازاي دا يبقي عيب حتي والله فتحت الnotes القديمة قريت فيها شوية و الحمد لله بقيت زالزفت تاني,0,1,1,0
@LibyaAlhadath الحمد لله ربنا يبقى يشلهم فة اديهم اﻻرهابيين واللى بيمولهم كمان يا قتلة المسلمين فى كل مكان,0,1,1,0
أرغب بالهروب بعيدا أرغب بأن أعيش تحت ضوء القمر لا شمس ولا أصوات ضجر أرغب بالإبتعاد عن ذاتي وعن تفكيري المستمر إلى هناك إلى اللامفر,0,0,1,0
"#ميلاد_الدعاء9 \n\nمن قالها بيقين فرج الله كربه بإذنه، وشافاه وعافاه بل ورزقه من حيث لايحتسب، وابتلاء الله تعالى للعبد ماهو إلا حب ورحمة..",1,0,0,0
الله يكفينا شر الغدرات,0,0,1,0
@IMEM__716 بشار الأسد \nيا ويلي على ذبحته  (غضب) ,0,1,1,0
لم يخطر ان يوما نشكو منهم ونردد بين الانفاس لعلهم خيرهه #صديق #احباب #اصحاب #عتاب #حزن #غالي #شعوري_الحين_يقول #ضيق #رمضان #الفقد #قصيد,0,0,1,0
لو اجتمعو ع ان يضروك بشيء لن يضروك الا بشيء قد كتبه الله لك  (فرح)  #اطمئنان,1,0,0,0
#عوده_اخطر_معلمين_في_العالم\nوعليكم السلام ايوه صباح الانشكاح,1,0,0,0
#ﺎلكبرياء ؛ ﺎن تبتسم وبداخلك #عزاء,1,0,1,0
يقولون ابحث عن فضولي الحقيقة ابحث عن مجنس في اي مشكلة #شجار_الرفاع,0,1,0,0
#السعادة كن مع الله ولا تحسد أحدا ولا تحقد وعش ببساطة مهما علا شأنك توقع خيرا مهما كثر البلاء وتعلم العطاء ولا تنتظر الرد,1,0,0,0
انا قايمه علي كابوس ابن جزمه و كذا يوم كوابيس كوابيس ؛ و قلبي واجعني و فيه اضطراب  persevering_face   persevering_face  بكره الكوابيس بكرهها  (حائر)   (خوف) ,0,1,1,0
#غرابييب_سود\nلم أتابعه لكن أرى الكثير ناقمين عليه .. ودي أتابعه على شان أنقده .. عمومًا أنا لا أثق في mbc.,0,1,0,0
بينما نحن مطحونين في حر القاهره ونيلها وزحمتها غيرنا بيلهو ع البحر وبيصنع المجد وبيشمم فخاده هوا,0,1,1,0
المشكله عندي فطور رياجيل بس انا اذا صار عندي شغل يجيني قلق والنوم مايجيني مدري وش السواه  grimacing_face ,0,0,1,0
#ياجدعان انا مش عاوز حد يزعل #مني وانا مش #زعلان من اي حد مهم كان الاامر,1,0,0,0
"صارلي شي مية سنة مشلوحه بهالدكان ، ضجرت مني الحيطان و مستحيه تقول\n*القعدة في الاوضة بين الكتب و الملازم*",0,1,1,0
"يعنى عمارة الأزاريطة دى مصيبة و كارثة و ناس دلوقتى قاعدة فى الشارع متشردة، مش مجال للسف نهائى و الله بقينا شعب جبلات فشخ",0,0,1,0
يتم صرف المليارات ع كره فارغةتركل بالرجل ويثورون غضبا لها ولايهمهم من نام في بلادهم جائع ويتفاخرون بقهر النساء انه الموقع الجغرافي الملعون,0,1,1,0
@ahmed_kamal98 الخير ف اللي ربنا كاتبه يا احمد  (فرح) ,1,0,0,0
الناس مبقاش في قلبها رحمه ولا انسانية يعني ايه واحد يخبط واحد علي البحر يروح مكمل عليه و ماشي وسايبه هو ده انسان ؟! بجد ربنا ينتقم منه,0,0,1,0
لما أتكلم مع حد في خططى و احلامى و طموحاتى و الاقيه مش فاهم خطوره الموقف و مش بيتكلم بجديه \nبشيل منه العمر كله  (فرح) ,0,1,1,0
ولقد وضعت اصبعك على جرح نازف للامة يجعلها بما تملك من قدرات اسيرة ملك او امير هرم لا يجيد الا الرقص بالسيف المرتجف بيده,0,0,1,0
عندى حالت لامبالاه ولا كأن عندى فاينل كمان يومين! (مخيب) ,0,1,1,0
#اللهم أرزقها #سعادة لاتنتهي وراحة #بال لاتنجلي وأغمر قلبهاا #فرحاا وروحها #سكينة وحقق لها كل #ماتتمني وبارك لها فيه  folded_hands   folded_hands   crescent_moon ,1,0,0,0
خلاص يا متخلفين اللي مايبي الجزيرة يشفرها بكل بساطه مثل ماشفرتو قنوات bein لكن تخافون من الحق #رعب #خوف #بكاء #ارفض_اغلاق_الجزيره,0,0,1,0
#مصيبة_مصر_في الخوف اللي ملا قلوب المصريين من بشر ومن أقل شئ ونسو ان الله هو مسبب الأسباب القادر علي كل شئ,0,0,1,0
الفتاة المحتشمه فخر لابويها عز لإخوتها كنز لزوجها خير قدوه لأولادها فكوني محتشمة ايتها المسلمة لكي تسعدي من حولك #اختاه_حجابك_ستر_وعفاف,1,0,0,0
#الفرحه_انك تعرف ان ربنا راضي عنك وميكنش غاضب عليك  (قلب) ,1,0,0,0
"حزين ولست حزين على حزني إنني أفخر بهذا الحزن الذي يملئ صدري أفخر لأنه الهدية الآخيرة التي بقيت لي بعد الراحلين """,0,0,1,0
ربي ادخل شهر رمضان علينا وانت راضي عنا واجعله شهرا تتبدل فيه ذنوبنا الى حسنات وهمومنا الى افراح واحلامنا الى واقع يارب العالمين,1,0,0,0
"@EnaasAhmed\nمالك بقيتي عِنِفة اووي كدة ليه ،،، لو خدتي بالك التوتس كلها كآبة  oncoming_fist  (ضحك مزح) \nلا فرفشي كدة احنا داخلين ع فاينالز و مش ملاحقين  (ضحك مزح)  (ضحك مزح)  (رفع اليد) ",1,1,0,0
محاولة السعودية والإمارات ترهيب شعوبهم بالسجن هي محاولة للجم الاراء الحرة المعارضة لحصار قطر ودليل على ان هذه الشريحة هي الأغلب /3,0,1,0,0
@jun_queeen حلو التفاؤل دا,1,0,0,0
لانها لم تستطع تغير طريقة مذاكرتها من التكرار الشفهي الى التكرار الكتابي فخرجت من الكورس دون ادنى فائدة ولم تستمر فية #فوبيا التغيير,0,1,1,0
وبعدين معاك  مطلع ميتنى ليه #القلب\nاشتكى من قله الهشتكه,0,1,1,0
هو مب اني متضايقه لا بس شبه عتاب,0,0,1,0
اما بالنسبه للناس اللي وجعوني و حرقوا قلبى ف انا مش مسامحة حد و يارب ما تشوفوا راحة دنيا ولا اخره ان شاء الله عدلا و ليس حقدا :'),0,0,1,0
اريد الإنتحار  frog_face \nامنعني بثلاث كلمات خليني أشوف اسلوبك ف الإقناع  (فرح) ,0,1,1,0
لا ي هيام والله قلبي مش مستحمل كميه الوجع ده هنفضل لحد امتي بيروح منا ناس ملهمش سبب هنفضل لحد امتى عايشين في :/ خوف وذعر,0,1,1,0
شنو ذنبي ككويتيه او عربيه انشتم عشان في وحده نفس جنسيتي او عرقي عذبت خادمتها وانتهكت انسانيتها #شتم بالجمله,0,1,1,0
ترا انا انسان زيكم تعالوا سولفوا معي احس بالوحدة:(,0,0,1,0
معنى #الألم. \n\nرمضان قرب وفقيد قلبك مو معاك قمة الألم والتعب (قلب_مجروح) ,0,0,1,0
وأحيانا الدنيا بتحاسبنا علي أشياء مالنا ذنب فيها وبنلاقي نفسنا بندفع تمنها بدون وجه حق,0,1,1,0
وخز الضمير مؤلم و لكنه نعمة,0,0,1,0
@NegmaEbrahim هو مش بياكل وبيشرب خلاص الناس التاني تولع بجاز وسخ مش عارف اخرتها ايه معاه ربنا ينتقم منه,0,1,0,0
على كثر الي بيننا صار على كثر الجفا والزعل وعلى كثر الحنين تدري اني من غبت ما حل مكانك حد مكانك خالي لين يومك #rmr,0,0,1,0
"حزين ربما وربما وحيد هكذا دائما"" أحفر في ظلام الليل علني أجد من يشبهني يعرف لون حزني ووحدتي يتعلق بي ويحبني يأتي إلي ويأخذني هكذا بلا سبب",0,0,1,0
الواحد حواليه كميه negative energy تكفيه قروون لقداام والله ..الدنيا كلها بقيت بؤس وكآبه ..متعرفش ده غضب من ربنا ولا ايه  (حزين مخيب)  (قلب_مجروح) ,0,1,1,0
صباح الخير يا فرحة سجين لاعته الاحزان ألي منه ذكر ب أنك حبيبه ضاعت أحزانه :(,0,0,1,0
نوبات هلع شعور عارم بتمزيق أي شيء صداع قاتل رغبة بالقيء ينتابك هذا الخليط المقزز و أنت تخبر من أمامك بأنك بخير ولا شيء يدعو للقلق,0,1,1,0
مو باقي غير الاهلي يجملها بكره وتكتمل فرحتي  (فرح)  (فرح) ,1,0,0,0
السلام عليكم فجأة وبدون سابق إنذار ظهرت لي مديونية ( بيجر ) بقيمة 700 قبل 20 سنة المشكلة سويت اعتراض ولم أجد رد حتى الآن,0,0,0,1
@NOOO_NO_NO مااقدر اسهى عنه \nبالفرح احس بغصه لأنه مو معنا,0,0,1,0
فرحة دخول رمضان عالقلب تسوى الملايين :) الحمدلله اللهم انزل السكينة و الطمأنينة على قلوبنا  (قلب)   (قلب) ,1,0,0,0
مش فاهمه بتفرج ع #كفر_دلهاب ليه كل يوم الوقت دا والبيت كله نايم \nلو قاصده أرعب نفسى مش هعمل كده  (قلب_مجروح)  (ضحك مزح)  ghost  ghost ,0,0,0,1
الفرحه انك تعرف مين الي ليك  #الفرحة_انك,1,0,0,0
