text,sentiment_id,Sad,Surprise,Optimistic,Pessimistic,Thankful,Empathetic,Anxious,Annoyed,Denial,Official,Joking
تسجيل 69 حالة إيجابية جديدة لفيروس كورونا  و6 حالات وفاة  اجمالي المصابين 779,Neutral,0,0,0,0,0,0,0,0,0,1,0
وزراة الصحة المصرية تعلن 6 وفيات جديدة و69 إصابة بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
الصحة العراقية تعلن تسجيل 34 حالة اصابة بڤيروس في انخفاض ملحوظ عن اليومين السابقين.,Neutral,0,0,0,0,0,0,0,0,0,1,0
"\وأما السفيه\""",Positive,0,0,0,0,0,1,0,0,0,0,0
ابويا مولع في شي اسمه اخبار الان معد فيها الا كورونا طفش دين امه قفل قلبها عبدالباسط حموده,Neutral,0,1,0,0,0,0,0,0,0,0,0
كورونا اثبت ان الشعب اللبناني اهمج الشعوب العربية,Negative,0,0,0,0,0,0,0,1,0,0,0
تسجل 69 حالة جديدة و6 وفيات .  .  .  .,Neutral,0,0,0,0,0,0,0,0,0,1,0
اقرف منهم ماشفت ذول اللي يستاهلون اللي اقوا من كورونا بعد 😃,Negative,0,0,0,0,0,0,0,1,0,0,0
 إنه يكون يكون جزء أساسي ومهم لمواجهة فيروس بلبنان.,Neutral,0,1,0,0,0,0,0,0,0,0,0
6 اصابات جديدة بفايروس كورونا في العراق وحالة وفاة تم تسجيلها اليوم     انخفاض في الاصابات   استمروا بمحارية الجائحة,Neutral,0,0,0,0,0,0,0,0,0,1,0
"ارتفاع عدد وفيات فيروس في \ إلى 26 بعد الإعلان عن وفاة مسن يبلغ من العمر 74 عامًا قبل قليل في مستشفى تشعاري تسديك.""",Neutral,0,0,0,0,0,0,0,0,0,1,0
أى شخص ليس لديه راتب شهري أو مورد رزق قار و مستحق تصل بالرقم 1868 لتمكينه من المساعدات مدة الحجر الصحي,Neutral,0,1,0,0,0,0,0,0,0,1,0
رئيس الوزراء الروسي يعلن تخصيص 17.76 مليار دولار لمكافحة فيروس كورونا وتدابير تجاوز الأزمات,Neutral,0,0,0,0,0,0,0,0,0,1,0
عاجل | تسجيل 34 إصابة جديدة بفيروس كورونا   و2 حالة وفاة   و12 حالة شفاء تام في,Neutral,0,0,0,0,0,0,0,0,0,1,0
وام: وزارة الصحة ووقاية المجتمع اليوم تعلن تسجيلها 150 إصابة جديدة بفيروس كورونا ليصل عدد الحالات بالدولة إلى 814 حالة.,Neutral,0,0,0,0,0,0,0,0,0,1,0
69 حالة جديدة مصابة بفيروس في,Neutral,0,0,0,0,0,0,0,0,0,1,0
٦٩ حاله ايجابيه كورونا   ٦ حالات وفاة  الحالات بتزيد ..ربنا يستر🙏,Negative,0,0,0,0,0,0,1,0,0,0,0
العراق يعلن تسجيل حالتي وفاة بفيروس كورونا و34 إصابة جديدة,Neutral,0,0,0,0,0,0,0,0,0,1,0
"عندما يتحدث الفيروس عن فيروس كورونا،  ترمب مكورن 😂😂",Joking,0,0,0,0,0,0,0,0,0,0,1
__ وزارة الصحة تعلن تسجيل 34 إصابة جديدة بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
69 إصابة جديدة بـ ليصبح الإجمالي 779 وتسجيل 6 وفيات ليصل الإجمالي إلى 52.,Neutral,0,0,0,0,0,0,0,0,0,1,0
المفروض اول ماتكمل قصة كورونا   الواحد ياخذ اجازة اسبوعين في الحوش يريح   اعصابه اشويه,Negative,1,0,0,0,0,0,1,0,0,0,0
للتغلب   على   عليك فقط  الحذر والوقاية منه    الحذر وترك الشجاعة   والوقاية وترك العلاج لانه لا علاج له اصلا,Negative,0,0,0,1,0,0,0,1,0,0,0
عاجل | وزارة الصحة العراقية : تسجيل 34 إصابة جديدة بفيروس و2 حالة وفاة و12 حالة شفاء تام,Neutral,0,0,0,0,0,0,0,0,0,1,0
أنا آسف يا مدينتي بس السلق فيك مره كثير فلازم حظر كلي  كل المدن حالات كورونا قاعده تقل إلا المدينة تزيد وهذا مؤشر خطير جداً ,Negative,1,0,0,0,0,0,1,0,0,0,0
⭕ | الصحة: تسجيل 69 حالة إيجابية جديدة بفيروس و6 حالات وفاة,Neutral,0,0,0,0,0,0,0,0,0,1,0
|| وزارة الصحة العراقية تعلن تسجيل 34 إصابة جديدة بفيروس,Neutral,0,0,0,0,0,0,0,0,0,1,0
متى يتوفر تحليل الكشف عن كورونا المنزلي ويباع بالصيدليات لكي يكشف المواطن عن نفسه بنفسه ويقدم نفسه لخدمة الطبية   من حقي ان أحلم و اتمني !,Neutral,0,1,0,0,0,0,0,0,0,0,0
 أمي بتقول ما جاب كورونا الا هذا اللي بتبعبصوا فيه قصدها موبايل كلام بدون اتكيت,Joking,0,0,0,0,0,0,0,0,0,0,1
__ تعلن تسجيل 6 وفيات جديدة بفايروس,Neutral,0,0,0,0,0,0,0,0,0,1,0
والله ما يستوي جي فرقنا كورونا عن اهلنا و ربعنا,Negative,1,0,0,0,0,0,0,1,0,0,0
تقرير استخباراتي اميركي .. الصين اخفت حقائق عن مدى انتشار فايروس كورونا وعدد الإصابات و الوفيات ..,Neutral,0,0,0,0,0,0,0,0,0,1,0
احنا لو ممتناش من كورونا هنموت من الاكل 🍗😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
"مصر تسجل 69 إصابة جديدة بفيروس المستجد والإجمالي يرتفع إلى 779 حالة، و52 إجمالي الوفيات",Neutral,0,0,0,0,0,0,0,0,0,1,0
وزراة الصحة تعلن 6 وفيات جديدة و69 إصابة جديدة بفيروس,Neutral,0,0,0,0,0,0,0,0,0,1,0
اذا بقت الحكومة على واقعها المزري في مواجهة جائحة كورونا فخذوها مني ان القادم ثورة غوغائية وتمرد لم يسبق له مثيل الا من عاصر عام ١٩٩١,Negative,0,0,0,1,0,0,0,0,0,0,0
     بعض احياء وشوارع المدينه المنوره تحتاج لرش وتعقيم وخاصه الاحياء التي تم حضرها   -المدينه,Neutral,0,1,0,0,0,0,0,0,0,1,0
الصحة : اجمالي عدد الوفيات ٥٢ بسبب,Neutral,0,0,0,0,0,0,0,0,0,1,0
مع أول ساعات اليوم القادم ... سيصبح عدد المصابين بفايروس كورونا مليون شخص ... أين حضارتكم لتسعفهم ؟؟ ,Negative,1,0,0,0,0,0,0,1,0,0,0
"ان نجا من كورونا لن ينجو من الموت فقرا\"",Juliena Al Haj ثورة ١٧ تشرين""",Negative,1,0,0,1,0,0,0,0,0,0,0
قررت ان خلصت ازمة كرونا على خير انشاء الله ماطالع التوتر والواتساب لمدة شهرين,Negative,1,0,0,0,0,0,0,0,0,0,0
اوقح من سياسيين طرابلس ما بقا يصير بالشرق الاوسط  عما بقلبن من اغنى الاغنياء وتاركين شعبن ميت من الجوع   ان شاء الله كورونا بنص عينكم يارب,Negative,0,0,0,0,0,0,0,1,0,0,0
\,Neutral,0,1,0,0,0,0,0,0,0,1,0
اخبار عاجلة  وزارة الصحة الإيطالية: ارتفاع عدد وفيات كورونا في إيطاليا إلى 13155 بزيادة 727 حالة خلال 24 ساعة,Neutral,0,0,0,0,0,0,0,0,0,1,0
اترزعو في البيت يا ولاد الأحبه عشان مايجيش لميتين كسمكو كورونا,Negative,0,0,0,0,0,0,0,1,0,0,0
"اللهم عاملنا برحمتك لنرقى،  ولا تعاملنا بذنوبنا فنشقى.        ",Positive,0,0,0,0,0,1,0,0,0,0,0
مبادرات إنتاج خارج الشرعية تحتاج إلى توجيه للإستفادة المجتمعية منها   ,Neutral,0,1,0,0,0,0,0,0,0,1,0
"٦٩ حالة جديدة اليوم. اعلى حصيلة على الاطلاق ، نجينا يارب",Negative,1,0,0,0,0,0,1,0,0,0,0
عزل 60 ممرض وممرضه بمستشفى المنيا الجامعي لمدة 15 يوم  بسبب اختلاطهم  بحاله اصابه بفيروس كورونا وتم اكتشاف اصابته بعد ما مات,Neutral,0,0,0,0,0,0,0,0,0,1,0
__ وزارة الصحة: لم تسجل العاصمة بغداد أي إصابة جديدة الأربعاء بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
علينا جميعا رفع ايدينا وندعو الرحمن عز وجل ان يكفينا شر كورونا,Positive,0,0,0,0,0,1,0,0,0,0,0
وزارة الصحه....  إرتفاع عدد الإصابات بفيروس كورونا في عموم العراق إلى (728) مصاب!!!!!!,Neutral,0,1,0,0,0,0,0,0,0,1,0
تعريف الحوكمة بامتياز. اوافقك الراي معاليك جملة وتفصيلا😊 ,Neutral,0,1,0,0,0,0,0,0,0,0,0
 | وزارة الصحة: لم تسجل العاصمة بغداد أي إصابة جديدة بفيروس كورونا  ,Neutral,0,0,0,0,0,0,0,0,0,1,0
عاجل| وزراة الصحة المصرية تعلن 6 وفيات جديدة و69 إصابة بفيروس,Neutral,0,0,0,0,0,0,0,0,0,1,0
بعض النساء تُشكّل خطرا على البشرية اكثر من          ......... ,Negative,0,0,0,0,0,0,0,1,0,0,0
كورونا الوصخ لو م يحل عن احلامي ذبحتني .,Negative,0,0,0,0,0,0,0,1,0,0,0
الفائدة الوحيدة من الحمد لله     أسخف وأتفه مسلسل عرفته البشرية    😷,Negative,0,0,0,0,0,0,0,1,0,0,0
نسبه اصابه الرجال ب كورونا في مصر ٦١٪    النساء. ٣٩٪,Neutral,0,0,0,0,0,0,0,0,0,1,0
عاجل   وزارة الصحة العراقية    تسجيل 34اصابة جديدة بفيروس كورونا و 2 حالة وفاة ليرتفع عدد الإصابات إلى 728حالة و52 وفاة,Neutral,0,0,0,0,0,0,0,0,0,1,0
ماهو مش هيبقى حظر و كورونا و حوارات و مجالات,Neutral,0,1,0,0,0,0,0,0,0,0,0
"معاريف:  ارتفاع عدد الوفيات من كورونا في \إسرائيل\"" إلى 26 بعدما أفاد مسشفى شعاري تسيدك عن وفاة إسرائيلي 72 عام.",Neutral,0,0,0,0,0,0,0,0,0,1,0
أحببتك بسرعه إنتشار فيروس كورونا بين الدول ولكنك أحمق كوزاره الصحه المصريه !..  ,Joking,0,0,0,0,0,0,0,0,0,0,1
"الهند    عدد الوفيات من   من كرونا : 3   من الطق : 364,8922",Joking,0,0,0,0,0,0,0,0,0,0,1
الكيان المحتل ل :  المساعدات الطبيه لمواجهة   مقابل رفات جنودنا التي لديكم ...  ,Neutral,0,0,0,0,0,0,0,0,0,1,0
عاجل| العراق يعلن تسجيل حالتي وفاة بفيروس و34 إصابة جديدة,Neutral,0,0,0,0,0,0,0,0,0,1,0
احسني تعبت وانا اشتاق لصديقاتي ولكل شيء برا بلييييز كورونا متى توقف,Negative,1,0,0,0,0,0,0,0,0,0,0
اول ماتخلص سالفه كورونا ابي اخذ اجازة 15 يوم ..  اقعد فيها بالدوام اريح اعصابي,Joking,0,0,0,0,0,0,0,0,0,0,1
ما يحدث في اليوم  من رحمة الله الواسعة علينا ❤          ,Positive,0,0,1,0,0,1,0,0,0,0,0
أنا حابه هالايام وجداً بغض النظر عن كورونا  بس هالايام فيها بشارات لي من رب العالمين وتيسر الحمدلله عليه الف مرررره💗💗,Positive,0,0,1,0,0,1,0,0,0,0,0
وزارة الصحة المصرية :  ٦٩ حالة جديدة و٦ وفيات بسبب فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
خافى على نفسك يا قطه لان بيدور عليكى وعلى امثالك,Negative,0,0,0,0,0,0,0,1,0,0,0
وزارة الصحة العراقي تسجيل ٣٤حاله   شفاء ١٢ حاله   وفيات. ٢  مجموع حالة ٧٢٨  نسأل الله تعالى أن يحفظ العراق واهلها الطيبين,Neutral,0,0,0,0,0,0,0,0,0,1,0
صحة الاحتلال: ارتفاع عدد الوفيات بسبب كورونا في الأراضي المحتلة إلى 26,Neutral,0,0,0,0,0,0,0,0,0,1,0
تسجل 502 حالة وفاة جديدة بـ خلال الـ 24 ساعة الماضية.,Neutral,0,0,0,0,0,0,0,0,0,1,0
تسجيل 69 حالة إيجابية جديدة لفيروس و6 حالات وفاة,Neutral,0,0,0,0,0,0,0,0,0,1,0
عدد حالات كرونا اليوم ٦٩ إصابة جديدةو٦ وفيات الله يستر ويحفظ الجميع الزموا بيوتكم ارجوكم,Negative,1,0,0,0,0,0,0,0,0,0,0
تسجل 69 إصابة جديدة بفايروس و 6 حالات وفاة خلال آخر 24 ساعة.,Neutral,0,0,0,0,0,0,0,0,0,1,0
الرئيس السيسي يشيد بدور المجتمع المدني و جمعية رسالة ترعى ١٠٠ ألف أسرة في مواجهة كورونا,Neutral,0,1,0,0,0,0,0,0,0,1,0
__ عـــــاجـــــل ..     📍 | تسجيل 34 إصابة جديدة بـ والإجمالي 728,Neutral,0,0,0,0,0,0,0,0,0,1,0
 | وزارة الصحة: لم تسجل العاصمة بغداد أي إصابة جديدة بفيروس كورونا    يالله,Neutral,0,0,0,0,0,0,0,0,0,1,0
الصحة المصرية : ٦٩ مصاب و٦ وفيات بفيروس كورونا خلال ال٢٤ ساعة الماضية  اجمالي الحالات حتى الان ٧٧٩ إصابة و٥٢ حالة وفاة,Neutral,0,0,0,0,0,0,0,0,0,1,0
تسجل 54 إصابة جديدة بفيروس ليرتفع إجمالي الإصابات إلى 835,Neutral,0,0,0,0,0,0,0,0,0,1,0
تعلن تسجيل ٦٩ حالة إصابة بفيروس كورونا خلال ال ٢٤ ساعة الماضية .,Neutral,0,0,0,0,0,0,0,0,0,1,0
اطالبكم بالكشف عن الارقام الحقيقية     وزارة الصحة : تسجيل 69 حالة إيجابية جديدة بفيروس و6 حالات وفاة  اجمالي المصابين 779,Neutral,0,0,0,0,0,0,0,0,0,1,0
إيران دبور يزن على خراب عِشه  الله يخلص المنطقه والعالم من فيروس كورونا وفيروس الخُميني فكلاهما خطر على البشريه,Negative,0,0,0,0,0,0,0,1,0,0,0
عاجل| العراق يعلن تسجيل حالتي وفاة بفيروس كورونا و34 إصابة جديدة,Neutral,0,0,0,0,0,0,0,0,0,1,0
قرار عظيم من السيسي بتحمل الدولة تكاليف الحجر الصحي للعائدين من الخارج 👍  تعامل السيسي و الحكومة مع ازمة كورونا عظيمة فعلا,Positive,0,0,0,0,1,0,0,0,0,0,0
نحتاجها حيل هالأيام يا رب نسمع وتنتهي ازمة كورونا يااا رب,Positive,0,0,1,0,0,0,0,0,0,0,0
الظاهر لي أن الجزائر مقبلة على المجاعة لان مواطنيها خائفين من الجوع أكثر من ,Negative,0,0,0,1,0,0,1,0,0,0,0
وفاة مواطن اردني في مصر مصاب ب كورونا    الله يرحمه ويصبر اهله 🙏,Negative,1,0,0,0,0,0,0,0,0,0,0
-ولدكم عايزين نعمل ليهو فحص كورونا    -كورونا في عينك ولدنا اشرف من الشرف!,Joking,0,0,0,0,0,0,0,0,0,0,1
لما يكون في حالتين اشتباه في بلدنا كرونا وانا لسه جيا من برا يبق بسلامه انا بق يا فرج يا اخويا 🏃‍♀️,Negative,0,0,0,0,0,0,1,0,0,0,0
التبرعات ع شاشة الجديد رح يضلو حاطينا لتخلص موجة كورونا   وبعدين ما منعرف لمين بتروح ؟؟ ,Negative,0,0,0,0,0,0,1,1,0,0,0
الجانب المضيء من كورونا خلانا نقرب من اهلنا و وقف هالمسلسل ❤️,Positive,0,0,1,0,0,0,0,0,0,0,0
لو يوزع مضاد للتواصل الاجتماعي لنجحنا في علاج ,Neutral,0,1,0,0,0,0,0,0,0,0,0
التجار طردوا عيالنا من الجمعيات وجابوا عمالتهم الوصخة بحجة كورنا منو ينقل العدوى عيالنا او عمالهم المتكدسين ,Negative,0,0,0,0,0,0,0,1,0,0,0
 وخل كورونا يعدّي..  ,Positive,0,0,1,0,0,1,0,0,0,0,0
 وخل كورونا يعدّي..  ,Positive,0,0,1,0,0,0,0,0,0,0,0
563 وفاة جديدة بكورونا بأنجلترا ليرفع عدد الوفيات إلى 2352,Neutral,0,0,0,0,0,0,0,0,0,1,0
شن هيا الحاجة اللي كنتم مخططينها وجت كورونا حرمتكم منها وجه مفكر؟,Neutral,0,1,0,0,0,0,0,0,0,0,0
وزارة الصحة التركية: تسجيل 63 وفاة جديدة بفيروس كورونا اليوم ليرتفع العدد الإجمالي إلى 277 والإصابات إلى 15679,Neutral,0,0,0,0,0,0,0,0,0,1,0
كلام في منتهى الروعة   التزامنا نجاتنا         ,Positive,0,0,1,0,0,0,0,0,0,0,0
مصر: 6 حالات وفاة بفيروس ⁧ و69 إصابة جديدة ليصل إجمالي الوفيات إلى 52 والإصابات إلى 779,Neutral,0,0,0,0,0,0,0,0,0,1,0
"  \ارحل يا فاشل\"".. احتجاج عمال هيئة النقل العام أمام فرع مدينة نصر مطالبين بمتوسط الإيراد بعد تفشي كورونا وتوقف أعمالهم""",Negative,1,0,0,0,0,0,0,0,1,0,0
قرابة ٢٠٠ ألف في العالم 🌎,Positive,0,0,1,0,0,0,0,0,0,0,0
جامعة جونز هوبكنز: الولايات المتحدة تتخطى 200 ألف إصابة بفيروس كورونا المستجد,Neutral,0,0,0,0,0,0,0,0,0,1,0
اعتقد ان جميع الارقام الي بتصدر عن كورونا هي مضلله بشكل كبير جدا ,Negative,0,0,0,0,0,0,1,0,1,0,0
"عاجل. معاريف:  ارتفاع عدد الوفيات من كورونا في \إسرائيل\"" إلى 26 بعدما أفاد مسشفى شعاري تسيدك عن وفاة إسرائيلي 72 عام قبل قليل""",Neutral,0,0,0,0,0,0,0,0,0,1,0
شفتوا شلون كورونا مرض خبيث؟    اعرف ناس أخبث منه والله,Negative,1,0,0,0,0,0,0,1,0,0,0
كورونا حبساني في البيت والناموس حابسني تحت الكوفيرته,Joking,0,0,0,0,0,0,0,0,0,0,1
5 وفيات بفيروس في إسرائيل ترفع الحصيلة لـ26,Neutral,0,0,0,0,0,0,0,0,0,1,0
— أ ف ب: أكثر من 900 ألف إصابة حول العالم,Neutral,0,0,0,0,0,0,0,0,0,1,0
      البنك الاهلى يغلق مقر شارع التسعين بالتجمع وعزل جميع العاملين اسبوعين بعد إصابة موظف ب كورونا,Neutral,0,1,0,0,0,0,0,0,0,1,0
كورونا يخاطب 🦠  سأرحل عنكم حين يأذن لي من أرسلني أليكم فقد جئت بأمره وأغادر بأمره 😭😢  أستغفر الله العظيم 🤲,Negative,1,0,0,0,0,0,0,1,0,0,0
بتمنى من كل حدا في كل دول العالم العربي يقدر يساعد يساعد الناس الي محتاجة ومش معها تاكل ..... ,Negative,1,0,0,0,0,0,0,0,0,0,0
عاجل | العراق يسجل حالتيّ وفاة جديدتين بفيروس كورونا ليرتفع إجمالي الوفيات لديه إلى 52,Neutral,0,0,0,0,0,0,0,0,0,1,0
  ولهت على مسجدنا وصلاتن فيه  ليتي ماقطع عنه لو فريضة    اللهم أكف عنا هالشر,Negative,1,0,0,0,0,0,0,0,0,0,0
أكبر كوابيس العالم منذ 75 عاما.. يبث الرعب ويحصد الأرواح,Negative,1,0,0,0,0,0,1,1,0,0,0
تسجيل 6 وفيات و69 إصابة جديدة بفيروس ليرتفع عدد الوفيات إلى 52 وإجمالي الإصابات إلى 779 و التعافي 179,Neutral,0,0,0,0,0,0,0,0,0,1,0
|إصابات كورونا في الولايات المتحدة تجاوزت الـ 200 ألف (جامعة جون هوبكنز),Neutral,0,0,0,0,0,0,0,0,0,1,0
وزارة الصحة النهاردة قررت إضافة كورونا إلى قائمة جدول الأمراض المعدية ‼️😂  ,Joking,0,0,0,0,0,0,0,0,0,0,1
بشرى سارة...  المصاب بالانفلونزا العادية لا يُصاب بفيروس كورونا    لان ما في فيروس بيرضى يعدي على شغل فيروس ثاني .,Joking,0,0,0,0,0,0,0,0,0,0,1
 | مراسل العربي الجديد: تسجيل رقم قياسي لإصابات في مصر ليوم واحد    ,Neutral,0,0,0,0,0,0,0,0,0,1,0
ليكن أعظم درس لنا من كورونا   إننا مؤهلين بالقدرات التي لدينا أن نبني عمان ونصنع من عقولنا منابر المجد,Positive,0,0,1,0,0,0,0,0,0,0,0
و ماذا بعد كورونا ؟!.... هل عرفت الرأسمالية نقطة ضعف الشعوب؟!,Neutral,0,1,0,0,0,0,0,0,0,0,0
 | وزارة الصحة: لم تسجل العاصمة بغداد أي إصابة جديدة بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
كاينً بالعين لايمكن يشافا  حير العالم ولايقدر ي حله     من كورونا ليش اذل وليش اخافا  دام مؤمن بالقضا وموكل الله   ؛؛؛؛؛,Positive,0,0,1,0,0,1,0,0,0,0,0
رئيس منظمة الصحة العالمية يعلن وصول حالات الإصابة بفيروس كورونا المستجد في العالم لأكثر من مليون حالة خلال الأسابيع القادمة..,Neutral,0,0,0,0,0,0,0,0,0,1,0
: 6 حالات وفاة بفيروس و69 إصابة جديدة ليصل إجمالي الوفيات إلى 52 والإصابات إلى 779 والمتعافين إلى 179.,Neutral,0,0,0,0,0,0,0,0,0,1,0
"هادي و ما نزيدتش 🙈😂  الجميل فالموضوع , أنك بعد كل المجهود الذي تبذله في قصف      يأتي رئيس الجمهورية بنفسه و يقصف معاك 😂😂    🏃",Joking,0,0,0,0,0,0,0,0,0,0,1
ودي أفهم شي واحد لما تطلع الصبح وتزدحم مع الناس بدون ماتاخذ احتياطاتك هل تتوقع ان كورونا ماعنده شفت بالصباح ولا ايش !!!!,Negative,0,0,0,0,0,0,0,1,0,0,0
رئيس اتصالات النواب: وفاة حالتين داخل مستشفى الحجر الصحي بقها بسبب فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
حياة الفهد..  أظهرتها المسلسلات لنا بعفويتها وطيبتها  وأظهرها لنا بعنصريتها وقسوتها!!   إذاً..  للأسف  التمثيل أفضل من الواقع,Negative,1,0,0,0,0,0,0,1,0,0,0
كرونا خلتني اعرف  ان انا و ابوي خطر نقعد بنفس المكان,Negative,0,0,0,0,0,0,0,1,0,0,0
" — \الحدث\"" تواكب إجراءات الحجر في ولاية تيبازة الجزائرية""",Neutral,0,0,0,0,0,0,0,0,0,1,0
الموافقة على اغتصاب القاصرات من هم تحت 18 ** عفوا اقصد زواج ..    وزارة العدل صابها كورونا ألعن,Negative,0,0,0,0,0,0,0,1,0,0,0
بعد ...؟  هذا شغّال لا يرده كورونا ولا شي  لا حول ولا قوة الا بالله,Negative,0,0,0,0,0,0,0,1,0,0,0
تعبت وانا اسمع اخبار وسوالف عن كورونا 😊,Negative,1,0,0,0,0,0,1,0,0,0,0
العراق يعلن تسجيل حالتي وفاة بفيروس كورونا و34 إصابة جديدة,Neutral,0,0,0,0,0,0,0,0,0,1,0
"بغض النظر عن اي انتماءات سياسية وبمنتهي الحيادية ، الحكومة بتدير ملف وازمة كورونا بطريقة احترافية جدا",Positive,0,0,1,0,1,0,0,0,0,0,0
تحس انهم كل ما بيقولوا علي كورونا ڤايرس مُستجد الڤايرس بيشخر كدا ويقول ماشي يولاد الوسخه ونصحي علي خبر تضاعف عدد الاصابات,Joking,0,0,0,0,0,0,0,0,0,0,1
فرع ال٩٠ البنك الأهلي لتقفل ١٤ يوم علشان في حالات كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
"من تصوير المبدع ، وتصميمي 😉 ",Neutral,0,1,0,0,0,0,0,0,0,0,0
"*الهند*🇮🇳      *عدد الوفيات من*     *من كورونا : 3*     *من الطق : 364,8922*",Joking,0,0,0,0,0,0,0,0,0,0,1
 أفضل دول العالم في مواجهة كورونا وحالات الشفاء  كما كانت على مدى عقود الاجدر والاقوى في ادارة الازمات,Positive,0,0,1,0,1,0,0,0,0,0,0
تسجيل 150 إصابة بفيروس وارتفاع الإجمالي الى 814 اصابة,Neutral,0,0,0,0,0,0,0,0,0,1,0
منيح ما اجت كورونا ايام تلفون النوكيا3310كنا هلا عم نلعب لعبة الدودة😂,Joking,0,0,0,0,0,0,0,0,0,0,1
" |الولايات المتحدة.. \البنتاغون\"" تحظر على القيادات العسكرية الكشف عن حالات كورونا (قناة الحرة)""",Neutral,0,0,0,0,0,0,0,0,0,1,0
شعر راس طويل ودقن غير مرتب ولا تداهمك في غفلة,Joking,0,0,0,0,0,0,0,0,0,0,1
       ضيقتو صدرونا الله يضيق عليكم أزمة كورونا ما قصرت فينا 💔💔,Negative,1,0,0,0,0,0,1,1,0,0,0
وفاة طبيب بـ وإصابة 600 من أفراد الطواقم الصحية,Neutral,0,0,0,0,0,0,0,0,0,1,0
الله يسامح كورونا الي خلاني اتابع بث بثينة الرئيسي        ,Negative,1,0,0,0,0,0,0,1,0,0,0
69 حالة كورونا جديدة في مصر والرقم مريب من كل النواحي,Neutral,0,0,0,0,0,0,0,0,0,1,0
اللي اكل العصيدة وحطها بالمرق لو فيه كورونا بيصيرون اللي معاه كلهم مصابين لانهم استخدمو نفس الصحن 😑,Negative,0,0,0,1,0,0,1,1,0,0,0
العراق يعلن تسجيل حالتي وفاة بفيروس كورونا و34 إصابة جديدة,Neutral,0,0,0,0,0,0,0,0,0,1,0
مصر كانت خالية من كورونا لحد كا الناس لسانها دلدل والأن بدء السباق و المارثون,Negative,1,0,0,1,0,0,0,0,0,0,0
يسجل 34 إصابة بفيروس ليرتفع الإجمالي إلى 728 اصابة,Neutral,0,0,0,0,0,0,0,0,0,1,0
"في واحد بقربلنا ببريطانيا معه كورونا ، هو و مرته و ابنه 💔   ادعولهم الله يقوم مرته بالسلامة لأنها حامل .",Negative,1,0,0,0,0,0,1,0,0,0,0
يا جماعة كيف منفهمكن؟؟ انو بنص الليل ما في اشغال وين متجمعين!؟ ارحمونا ورحموا حالكن.. ,Negative,0,0,0,0,0,0,1,1,0,0,0
"من ايجابيات و   انه كل يوم يتم القبض على مشهور او سفيه👍🏻😃  اذا بيستمر الحال كذا ممتاز ، كلها كم يوم  و نرتاح منهم ..😍",Positive,0,0,1,0,1,0,0,0,0,0,0
خبر مفرح...  ببركة موسى ابن جعفر ع بغداد لم تسجل اي إصابة بفيروس كورونا  الرصافة صفر  الكرخ صفر  مدينة الطب صفر  اللهم صل على محمد أول محمد,Positive,0,0,1,0,0,0,0,0,0,0,0
نجيب ساويرس الملياردير المصري قال عم بيفكر ينتحر بسبب كورونا يا ريت يعملهأ بركي بيغار منو هل كم ملياردير يلي عنا ويعملوها بناقص منن,Negative,0,0,0,1,0,0,0,1,0,0,0
عاجل:  جامعة جون هوبكنز: إصابات كورونا في الولايات المتحدة تجاوزت الـ 200 ألف.     /,Neutral,0,0,0,0,0,0,0,0,0,1,0
محدش فاهم الحياة صح غير نواب البرلمان عندنا شافوا ميطمنش إنقرضوا😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 السلام عليكم هل يمديني اقدم اخلاء طرف الكترونياً لأني من خارج المدينة و ماني قادر اجي للجامعة بسبب ازمة كورونا,Neutral,0,1,0,0,0,0,0,0,0,0,0
هل تعلم ان الجنين يري دورة حياته كاملة في بطن امه   والله لو اعرف كدا كنت خنقت نفسي بالحبل السري😂😂    ,Joking,0,0,0,0,0,0,0,0,0,0,1
عاجل | وكالة الصحافة الفرنسية: عدد الإصابات بفيروس كورونا حول العالم يتخطى 900 ألف حالة,Neutral,0,0,0,0,0,0,0,0,0,1,0
كورونا احصاء     امريكا الجنوبية في طريقها لفقدان السيطرة على الوباء    بعضها فقد السيطرة والاخرين في صراع    ,Neutral,0,0,0,0,0,0,0,0,0,1,0
"للأسف ، هناك دول تتعمد إعلان إصابتها بالفيروس للحصول على مساعدات من هنا وهناك ...",Negative,1,0,0,0,0,0,0,1,1,0,0
 ملاحظة للإستاذ القدير محمد السويلم وباء كورونا يعتبر دولياً جائحة وليست جانحة,Neutral,0,1,0,0,0,0,0,0,0,1,0
الحمدلله اليوم مافي ولا اصابة عندنا ربي لك الحمد   والله هذا افضل يوم ⁦❤️⁩⁦❤️⁩  ,Positive,0,0,1,0,0,1,0,0,0,0,0
في وسط كل هالتوتر و اللويه اللي احنا فيها من كورونا يطلع واحد يسجل برودكاست عن شلون انباق الوتساب ماله,Negative,0,0,0,0,0,0,0,1,0,0,0
