text,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Surprise,Joking
  __ ____ ____ _______ ______ ____ __ ___ _____ _____ ____ __ _____ _______,0,0,0,0,0,0,1,0,0,0,0
____ / ____ _____: _____ 4 ______ _____ ______ ______ __ ______.(____),0,0,0,0,0,0,0,0,1,1,0
: ____ _____ _.___ ____: 4 ______ _____ _______ ______ __ _______,0,0,0,0,0,0,0,0,1,0,0
"______ ____ __ _____ ______ ______ _   ___ __ _____ _______ ___ ______ _  ___ ____ ______ ________ ___ _____ ______ ..\ ",1,0,1,0,0,0,0,0,0,0,0
_____ _____ ______ _____ 423 ____ ____ _____ ____ ___ _____ (____ ______) _____ _____,0,0,0,0,0,0,0,0,1,0,0
— ______.. _____ 40 _____ _____ ______ _____ ___ 642,0,0,0,0,0,0,0,0,1,0,0
| ____ _____ ______: ____ _____ ______ __ _____ 1.58 ______ __ ______ ________ ___ _____ ______ ____ _____.,0,0,0,0,0,0,0,0,1,0,0
_______ ___ ____ _______ __ _____ _____ ______ rolling_on_the_floor_laughing ,0,0,0,0,0,0,0,0,0,0,1
____ _______ ___ _______ _____ ________ ___ _____ _____ .,0,0,0,0,0,0,0,0,1,0,0
____ ||  _____ 4 _____ _____ _____ ______ ______ _____ _____ ________ 278 ____.  ______ 6 _____ ____.,0,0,0,0,0,0,0,0,1,0,0
______ ___ _____ _____ __ ___ 13155 ______ 727 ____ ____ 24 ____ .,0,0,0,0,0,0,0,0,1,0,0
____ _____ _____ _____ __ _______ ______ ______ _____ 81 ______,0,0,0,0,0,0,0,0,1,0,0
___ ______ ____ ______ ____ ____ _____ ___ _______ ______ _______ ________ ___ ________ ________ ________ ______,1,0,1,0,0,0,0,0,0,0,0
____ _____ ____ __ 6 _____ ____ _____.,0,0,0,0,0,0,0,0,1,0,0
___ _____ ____ ________ ____ __     ___ _____ ____  ____ ______ ___ _____,0,0,0,0,0,0,1,0,0,0,0
 _______ _________ _____ __ ___ ____ ______,0,0,0,0,0,0,0,0,0,1,0
______ 6 - _______ 4     1 - 0     __ __ __ _____  (___),1,0,0,0,0,0,0,0,0,0,0
_____ __ _____   ___ ____ ____ ______ _____ _____,1,1,0,0,0,0,0,0,0,0,0
____ __ ___ _______ ______ # ______ _____ __ ____ ____ __ ______ _____ ____,1,0,0,0,0,0,0,0,0,0,0
"203,848 _____ ______ ______ __ ________ _______ _ 4,482 ____ ___ __ ____ _____ 15,318 ____ _____ _____ _ 429 ____ ____ _____",0,0,0,0,0,0,0,0,1,0,0
"_    ____ ______ ____ ______ _______ _____ _____ ____ ____ ____ _____ __ ___ ____.",0,0,0,0,0,0,0,0,0,1,0
|_____.. ________ ______ ________ ____ 14 ____ _396 ____ ________ ___ 106 ____ _799 (_____ _____),0,0,0,0,0,0,0,0,1,0,0
____ | ____ _____ ______: ____ ______ ______ ______ __ ____ ________ _______.,0,0,0,0,0,0,0,0,1,0,0
____ ___ ________ ______ __ ___ ______  (___)  red_heart _  ,1,1,0,0,0,0,0,0,0,0,0
____ __ ___ __ ___ ____ __ _____ ____ ______ _______ _____ ______ ___ _______ _______,0,0,0,0,0,0,0,0,1,0,0
___ _____ __ _____ ____ ______ ____ ____ ____ ________ (___ ___)  (___)  (___) ,0,0,0,0,0,0,0,0,0,0,1
_____ 912 ___ _____ _ 45 ___ ____ 190 ___ ____ ____.. _ ___ 6 ______ ____ ___ _______ ______ ..,0,0,0,1,0,1,0,0,0,0,0
___ ____: 4 ______ _____ ______ ______   6 _____ ____ _____ ______ _____,0,0,0,0,0,0,0,0,1,0,0
________ ______ ______ _______ __ ______ :    - ___ ________ = ___  - ___ __________ = __  - ___ _______ = _,0,0,0,0,0,0,0,0,1,0,0
_____ 4 _____ _____ _______ ______  ______ 6 _____ ____.,0,0,0,0,0,0,0,0,1,0,0
____ ____ __ ____ __ ______ ___ _____ ___ __ _____ __ ______ ...!!,0,0,0,0,0,0,1,1,0,0,0
_____ ____ ____ __ ______ ______:    ___ ______ _____ ___: __ ______ __ __ ________ ______ (___ ___)  (___ ___)  (___ ___)  (___ ___)     ______ ____ ______  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,0,0,0,0,0,0,0,0,0,0,1
"*_____*      *___ _______ __*     *__ _____ : 3*     *__ _____ : 364,822*",0,0,0,0,0,0,0,0,1,0,0
____ _____ _____ _____ _______ ______ ___ _______ ______ __ ______ ______ ____ ____ . . ___ ___ .,0,0,0,0,0,0,1,0,0,0,0
___ ____ ______ ____ __ ____ ____ ____ ____ __ _____ .. __ ___ _____  (___) ,0,0,0,0,0,0,0,0,0,0,1
_____ __ _____ ___ ___ ____ __ ______ _ ____ ___ __ ____ ___ _____,1,0,0,0,0,0,0,0,0,0,0
"_____ ______ ____ _____ ______ ___ ______ _____ ____ \900\"" ___ _____.",0,0,0,0,0,0,0,0,1,1,0
"_____ __ _________ _________ \ _____ ____ ____ _____ ______ _____ ___ _______ _ ________ \""",0,0,0,0,0,0,0,0,1,0,0
_____ _____ ________: ______ _____ _______ ____ _____ ______ ___ 25,0,0,0,0,0,0,0,0,1,0,0
"| _____ \______ ______\"": ______ _______ ______ __ ______ ___ 37 ___ _____ ____ _____",0,0,0,0,0,0,0,0,1,0,0
____ 4 ______ _____ ______,0,0,0,0,0,0,0,0,1,0,0
_______ __ ____ _________ ____ _____ ______ _____  (____)  (____) ,0,0,0,0,0,1,0,0,0,0,0
__ __ _____ ______ ___ _____ ____ _____ ______,0,0,0,0,0,0,1,0,0,0,0
_____ _____ ________: _____ ____ ____ _____ ______ ______ ______ _______ ___ 37 ______ ______ ______,0,0,0,0,0,0,0,0,1,0,0
____ | ______ ____ 4 ______ _____ ______ ______ ______ ______ ________ ____ ___ 278,0,0,0,0,0,0,0,0,1,0,0
__ _____ ___ _______ ___ _____ ___ ___ ___ __ __ _____ _____ ____ ____ __ ____ __ _____ ______ ___,1,0,0,0,0,0,0,0,0,0,0
"| _____ \______ ______\"": _____ 40 _____ _____ ______ __ ______ _______ ________ ___ 642",0,0,0,0,0,0,0,0,1,0,0
_____ ___:  __ ______  ______  ______ _______.      ,0,0,0,0,0,0,0,0,0,0,1
______ _______ ____ ___ _____ __________ _________ __ ____ _____ __   ___ __ _______,0,0,0,0,0,0,1,0,0,0,0
"____ ____ ___ ______ ______ _______ _____ _______ ___ ______ __ _____ ___ ______ ____ _____.",0,0,0,0,0,0,1,0,0,0,0
"____ _____ _____ 2,148 ____ _____ ______ ______ _ 63 ____ ____ _____ __ ____ ________ ___ 15,679 _____ _ 277 ____",0,0,0,0,0,0,0,0,1,0,0
_____ 40 ____ _____ _____ ______ ______ __ ______ ______ _____ ___ 642 ____,0,0,0,0,0,0,0,0,1,0,0
____ 24 ____ ___ 40 ____ _____ _,0,0,0,0,0,0,0,0,1,0,0
__ ______ ________ ___ _ ____ ____ ______ ____ ______ ________ __________ _______,0,0,0,0,0,0,0,0,1,1,0
_____ 727 ____ ____ _____ __ ____ _____ ____ ___ _______ ___ ____ __ 13 ___ ____,0,0,0,0,0,0,0,0,1,0,0
____ ______: _____ ______ ______ ___ _____ _____ ______ ______ ___ _____ ___ __.    ____ ___ ____ ___ ___ ________ __ _____ ____.,0,0,0,0,0,0,0,0,1,0,0
_____ _____ _______: _____ 63 ____ _____ _______ _____ ______ _____ ________ ___ 277 _________ ___ 15679,0,0,0,0,0,0,0,0,1,0,0
4 ______ _____ _______ ______   _____ ___ _____ ______,1,0,0,0,0,0,0,0,0,0,0
______ ___ __ __ ______  ,0,0,0,0,0,1,0,0,0,0,0
______ ___ _______ ______ ______ __ ____ ___ 423 _____ _ 12 ____,0,0,0,0,0,0,0,0,1,0,0
____ _____ : _____ _____ __ _________ _______.,0,0,0,0,0,0,0,0,1,0,0
_____ ___ ___ _______      (___) _  ____   (___) _          ,0,0,1,0,0,0,0,0,0,0,0
"______ ________ _______ ___ ________ __ ___ ______ ____ ____ ____ _______ _____ ______    \ _____ _____ _____ \""",0,0,0,0,0,0,1,0,0,0,0
_____ _____ ___ _____ ______ _________ _____ __ _____ ____ __ 4 ___ ____ ___ ___ _____ ______ ______ ______ ______,0,0,0,0,0,0,0,0,1,0,0
_____ 40 _____ _____ ______ __ ______ _______ ________ ___ 642,0,0,0,0,0,0,0,0,1,0,0
______ ___ ____ _____ ______ _______ _____ ____ ___ ___,0,0,0,0,0,0,1,0,0,0,0
_____ _____ _____ _______ ______ ____ ______    ,0,0,0,0,1,1,0,0,0,0,0
___ _____ ___ ___ ____ ______ ___ ___ __ ____ ____ ____,0,0,0,0,0,1,0,0,0,0,0
 ____ ______ ______ ___ _____ ______ ______ ___ _____ ___ ______ _____ _____ ____ ______ ______,0,0,0,0,1,0,0,0,0,0,0
__ _____ ____ _____ _____ _____ _____ ______ _____ _______ ______ _____ _____ ___ _____ ______ _____ ______ __ _______,0,0,0,0,0,0,0,0,1,0,0
________: _______ _______ ____ ______ _______ __ _____ ______ ______ _____ __ 141 ___ ____.(____),0,0,0,0,0,0,0,0,1,0,0
"____ ___ ____ _____ __ ________ ______, ___ ____ ____ ______ ____ __ _____ _____ ____!",0,0,0,0,0,0,0,1,0,0,0
_____ ____ ______ _____ ______ __ ____ _______ ______ ______ _____ 81,0,0,0,0,0,0,0,0,1,0,0
"*_____*     ___ _______ __ _____ : 3   _______ __ _____ 364,892",0,0,0,0,0,0,0,0,0,0,1
____ ___ ____ __ ____ ______ ___ ___ _______ ________ __ _____,0,0,0,0,0,0,1,0,0,0,0
____ | ______ ____ ______ _____ ______ __ ____ _______ ______ ______ _____ 81,0,0,0,0,0,0,0,0,1,0,0
"- _____ _____ ___ ______ ______ _____ _______ ______ ___ _____ ____ !  ",0,0,0,0,0,0,0,0,0,1,0
____ ______ ____ ______ ____ ____ ___ ____ ____ ___ ______ __ _____,0,0,0,0,0,1,1,0,0,0,0
______ ____ ___ _____ _______   _____ ____ ___ _____,1,0,0,0,0,0,0,0,0,0,0
____ ___ __ 16 ___ ____ ______ ____ _______ ____ ___ ______ _______ ____  (_____)  light_skin_tone _ male_sign _ (_____)  light_skin_tone,0,0,0,0,0,0,0,0,0,0,1
____ _______ ________ _____ __ ____ __ __     (___) _  ____   (___) _          ,0,0,1,0,0,0,0,0,0,0,0
_____:    ______ _______ ______ __ ___ ____ _____ ____ _______ _______ __ _______.     ,0,0,0,0,0,0,0,0,1,0,0
__ ____ ______ ____ ________ _______ ___ _____ ______ ______ ______ __ __ _____ ______. ,0,1,0,0,0,0,0,0,0,0,0
____: ____ _______ ____ __ _____ ________ ____ ____ __ ____ _______   ,0,0,0,0,0,0,0,0,1,0,0
____ ____ __ _____ _______ __ ____ ____ ___ ____ ______ _______ ____ ___ ____ ___ _______________,0,0,0,0,0,0,1,0,0,0,0
______ ___ ____ ___ ___ _____ ____ _____ ______  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
______ _____ _______: 1941 ______ _______ ______ ______ ________ ______ _____ ________ 83712.,0,0,0,0,0,0,0,0,1,0,0
_____ ___ _____ _____ __ ____ __ 4 ___ ___ ___ ______ ______,0,0,0,0,0,0,0,0,1,0,0
_____ ______ ______ ______ ... _ ____ ______ __ _____ ..!     (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
"____ _____ _____ _____ ____:    \ __ ____ ____ ___ __ ______ ____ ___ ______ _____ ______""",0,0,0,0,0,0,0,0,1,0,0
____ __ _____ ______ ________ _____ ____ ______ __ ______ _____ ____ ____ ____ ____,0,0,0,0,0,0,0,0,0,0,1
 ____ _____ ___ ____ _____ ______ _____ ____,0,0,0,0,0,0,0,0,0,1,0
____ ____ _____ _____ __ ____ ______ ______.   ,0,0,0,0,0,1,1,0,0,0,0
 ____ ______ ____ ______ ____ ____ __ _____ _________ __________ __ ____ _____ ,1,1,0,0,0,0,0,0,0,0,0
__ ____ ____ _______ ___ _____ ______ ___ ____ _______ double_(_______)   _,0,0,0,0,0,0,0,0,0,1,0
______ ___ _______ _______ ___ 12 ____ ________ ___ 423,0,0,0,0,0,0,0,0,1,0,0
______:  _____ ___ _____ ___ ______ ___   __ ____ ____ ______ _,0,0,0,0,0,0,0,0,0,1,0
| ____ _____ ______: ____ _____ ______ __ _____ 1.58 ______ __ ______ ________ ___ _____ ______ ____ _____.,0,0,0,0,0,0,0,0,1,0,0
__ ___ ___ _____ ___ __ ___ ____  _____ ____ ___ __ _____ ______ _____,1,0,1,0,0,0,0,0,0,0,0
___ _____   ______ _ _____   ___ _____   _____ ___  (____) ,0,0,0,1,0,0,0,0,0,0,0
___ ___ ___ __ ____ __ ___ _____ ______ ____  (_________)  (_________)  (_________)  ___ _____ ______ __ ______!!,0,0,0,0,0,1,1,0,0,0,0
________ ___ ______ __ ______ ______ ____ __ _______ ____,0,0,0,0,0,0,1,1,0,0,0
____ _____ ____ ________ ______ ________ ____ _____ ___ _____ ______ _______ ___,0,0,0,0,1,0,1,0,0,0,0
_____ _____ _______: _____ 63 ____ _____ _______ ______ _____ ______ _____ ________ ___ 277 _________ ___ 15679,0,0,0,0,0,0,0,0,1,0,0
___ _____ ______ ___ __ ____ ___ ___ ____ ______ ____ _____ ____!,0,0,0,0,0,0,0,0,0,1,0
__ ____ ____ _______ ___ _____ ______ ___ ____ _______  _,0,0,1,0,0,0,0,0,0,0,0
____ __ ( _______ _____) ____ ___ _____ ___ _____ ___   ___ ____ ___ ______..!,0,0,0,0,0,0,0,0,0,1,0
______: ____ _____ ___ ____ : ___ _____ 4 ______ ______ ______ _____ ______ _____ ________ ___ 278 _____,0,0,0,0,0,0,0,0,1,0,0
____| ______ 13 _______: ______ ___ _______ ____ ______ ______ ___ ________ ___ (25).,0,0,0,0,0,0,0,0,1,0,0
__ _____ ______ _____  ____ ___ _____ ___ ____  ______ _______...,0,0,0,1,1,1,0,0,0,0,0
__ ___ _____ __ _____ ______ ______ __ ________ ____,0,0,0,0,0,0,0,0,0,1,0
_____ _____ ______ ____ __ 500  ____ __ ___ ____ __,0,0,0,0,0,0,0,0,1,0,0
_____ _____ ______ ________ ______ ____ _____ ____ __ ________ _____. _____ _____ _____.,0,0,0,0,0,0,0,0,1,1,0
— ______.._____ 4 ______ _____ ______ ________ ___ 278 _____ 6,0,0,0,0,0,0,0,0,1,0,0
______ __ _____ __ ____ ______ _ ____ _____ ____..________ ___ ____,1,0,0,0,0,0,0,0,0,0,0
_______ _____ _____ __ _____ _____ ______  (_____) .     ,1,1,0,0,0,0,0,0,0,0,0
"  \____ ____ ____ ______ __ ____\"" (____ ____) """,1,0,0,0,0,0,0,0,0,0,0
_____: ________: _____ ________ ______ _______ _____ ____ ______ ______ ______,0,0,0,0,0,0,0,0,1,0,0
____ __ ___ _____ _____ ______ _____ ______ ______ ______ ________ __ ____ ___ _____ ____ ___ ____ ______ _____,0,0,0,1,0,0,0,0,0,0,0
 ___ _____ ______ ____ ______,0,0,0,0,0,0,0,0,0,1,0
__ ____ _____ _____ _____ _____ _______ ___ ___ ___ ______     ______  (____)  folded_hands  medium_skin_tone    _______ ___ ________ ____ ____ ________ __,0,0,0,0,1,0,0,0,0,0,0
______ ____ ____ __ ______ _____ ______ __ ______ _ ,0,0,0,0,0,0,0,0,1,1,0
___ ______ _____ __ _____ __ _________ ______ ,0,0,0,0,0,0,0,0,0,1,0
 ___ ____ __ ____ __ ______ ___ __ __ _____ ,0,0,0,0,1,1,0,0,0,0,0
"\__ ______ ____ __ ______ _______ ______ ____ ____ _____ __ ____ ___ _\"".",1,0,1,0,0,0,0,0,0,0,0
__ ____ ___ _____ ______ ________    _______ ____ __ _____ _________ .           ,1,0,1,0,0,0,0,0,0,0,0
__ _____ ____ ______ ____ ____ _____ ___ _____ ,0,0,0,0,0,0,0,0,0,1,0
"______ _\______\"".. 278 _____ ______ 6 _____",0,0,0,0,0,0,0,0,1,0,0
_____ _____ ________ ____ _____ ____ _____ ______,0,0,0,0,0,0,0,0,1,0,0
 ______ ______ ___ _______ _______ ____ ________ ____ _____ __ ______ _______ ___ ______ _____.,0,0,0,1,0,0,1,0,0,0,0
______ ______ __ ______ ______ ___900 ___.,0,0,0,0,0,0,0,0,1,0,0
_____ ____:      ___ __ __ ____ _____,0,0,0,0,0,0,0,0,0,1,0
____ ______ ______ __ _____ _______   ,0,0,0,0,0,0,0,0,1,1,0
____ _____ _____ ____ ____ _______  ___ _____ ___ ____ _______ ____ ____  ( ______ ___ )      ,0,0,1,0,0,0,0,0,0,0,0
__ __ ____ ___ __ ____ __ ________ __ ___ _______ ___ _____ ____ ___ ________.  ____ ____ __ _____ ____ ____......    ,1,0,0,0,0,0,0,0,0,0,0
_____ _____ __ ______ _ ___ ____ _ _______ _______ _____ _______  (___ ___)  (___ ___)  (___ ___)  (___ ___)  (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
_____ ___ ______ _____ _____ _______ _____ _______ ___ ______ _______ __________ _______,0,0,0,1,0,0,0,0,0,0,0
______ ___ _____ _____ ______ __ _______ ___ 13155 ______ 727 ____ ____ 24 ____ ./ _ _ _,0,0,0,0,0,0,0,0,1,0,0
____ 12...    ______ ____ _______ _____ ___ ____ _______ ______ ________ __ _______ ___ ____ ______ ______ .,0,0,0,0,0,0,0,0,1,0,0
\__ _____ ______ .. ____ ____ ____. ,1,0,1,0,0,0,0,0,0,0,0
_____ ___  _____ ____ ____ ____ ______ __ ______ ______,0,0,0,0,0,0,0,0,0,1,0
_____ _______ ______ ______ ___ ______ ______ 900 ___ ______ _______ ______ 21_ _______ 191 ___,0,0,0,0,0,0,0,0,1,0,0
_____ _____ ______ __ ______ ____ _______ _______ ______ __ ______ ______ _____ ________ ________ ___ _____ .,0,0,0,0,0,0,0,0,1,0,0
____ _____  (_____)  light_skin_tone _ male_sign _  ____ _____ __ ____ ______ ____....____ ______ ___ ___ _____ _____ __ ______ _______ ________,0,0,0,0,0,0,1,0,0,0,0
   ______ _____ _____ _____ __ _______ _____ _______ ______ __ ___ ,0,0,0,0,0,0,0,0,0,1,0
___ _____ ______ __ _______ ___ ___ ____ _ ___ _______ __,0,0,0,0,0,0,0,0,1,0,0
_______ _____ _______ _____ ______ __ _____ ______ ____ ___ _______ _____ ____,1,0,0,0,0,0,0,0,0,0,0
______ ___ ________ ____________ ______ ______ ___ 6092 __ _____ 95 ____ ____ .,0,0,0,0,0,0,0,0,1,0,0
:    _____ 136 _____ _ 14 ____ ____ ______ ________ ___ 2245 _____ _ 79 ____ ____,0,0,0,0,0,0,0,0,1,0,0
_______ ______ _____ ______ ___ ________..  ____ ______ __ _____ ,0,0,0,0,0,1,1,0,0,0,0
____ 2148 _____ _____ ______ _ 63 ____ ____,0,0,0,0,0,0,0,0,1,0,0
_____ ___ _____ ____ ______ ____ _____ _____ ______ _____ _____,0,0,0,0,0,0,1,1,0,0,0
_____ _____ ______ __ _____  ___ ____ ____    ____ ______ ______  folded_hands  light_skin_tone  (_________),0,0,0,0,1,1,0,0,0,0,0
____| _____ _____ _______ ________ ____ ______ ___ _____ ______ ______ ___ 6092 __ _____ 95 ____ ___ ____.,0,0,0,0,0,0,0,0,1,0,0
__ ____ ______ ____ ________ _______ ___ _____ ______ ______ ______ __ __ _____ ______. ,0,1,0,0,0,0,0,0,0,0,0
__ ___ __ ____ ____ ___ ___ ___ _____ __ _____ _________ ..__ ______ _______ ______       ,1,1,0,0,0,0,0,0,0,0,0
_____ ___ ____ ___ ____ ___ __ ____ _____ ____ _______ _____  (___)  OK_hand ,0,0,0,0,0,0,0,0,0,0,1
______ _____ _____ ______ __ ___ 6092 _____ 95 _____ ____,0,0,0,0,0,0,0,0,1,0,0
___ ______ _____ ___ _______ ________ ________ _____ ... _____ ___ ____ ____ ______ ______ _______,1,0,0,0,0,0,0,0,0,0,0
_____ _____   _____ ______ __ ____ _____ _____ ______ ______ ______   __ _____,1,0,0,0,0,0,0,0,0,0,0
____ _______ ____ __ ____ ______ ___ ____ ____ _____ ____ ____ ____ _____ ________ ___________,0,0,0,0,0,1,0,0,0,0,0
______ _____ _____ ______ __ ___ 6092 _____ 95 _____ ____,0,0,0,0,0,0,0,0,1,0,0
________ _____ __ _____ ____ ____ _____ _______ ______ _ _______ ____ _______ _____ _____ _____ ____ ______ ________,0,0,0,0,0,0,1,0,0,0,0
______ ___ ________ _______   __ ______ _______ _____ __ 6000  _____.....,0,0,0,0,0,0,0,0,1,0,0
:    _____ 32 _____ _ ____ ____ ______ ______ ________ ___ 394 ________ ___ 10,0,0,0,0,0,0,0,0,1,0,0
"*_____*      *___ _______      *__ ______ : 3*     *__ _____ : 364,8922*",0,0,0,0,0,0,0,0,0,0,1
_____ ______ ____ ____ ___ ______ _____ ______ __ _____ __ ______ _______,0,0,0,1,0,0,0,0,0,0,0
"______ ________ _ ______ __ ___ ___ 710 ________ ___ 46 ______ __ \_____\"" _____ _____",0,0,0,0,0,0,0,0,1,0,0
____ ___ ____ __ ____ _____ _____  ___ __ _____  __ ______  ____ ______  _____ ______  _!!!!!!!!!!!!!!!!!!!!!,0,0,0,0,0,0,1,0,0,0,0
____ __ ____ ______ __ ______ _______ _____ _____ _____ ______ _______ ! __ _______,0,0,0,0,0,1,1,0,0,0,0
__ _____ ______ __ ______ _________ ____ ___ ______ __ _______ _____ __ ____ !,1,0,0,0,0,0,0,0,0,0,0
_____ _____ ___ _____ ______ _________ _____ __ _____ ____ __ 4 ___ ____ ___ ___ _____ ______ ______ ______ ______,0,0,0,0,0,0,0,0,1,1,0
____ | ____ ____ ______ ___ _______ ______ ______ ___ 12 _________ _____ ____ 423,0,0,0,0,0,0,0,0,1,0,0
____ ___ ________ __ ______ ________ _______ _____ ______ __ _______ _ ______ ,0,1,0,0,0,0,0,0,0,0,0
"*_____*      *___ _______ *     *__ _____ : 3*     *__ _____ : 364,8922* rolling_on_the_floor_laughing  rolling_on_the_floor_laughing",0,0,0,0,0,0,0,0,0,0,1
____ _____ ______: ____ _____ ______ __ _____ 1.58 ______ __ ______ ________ ___ _____ ______ ____ _____.,0,0,0,0,0,0,0,0,1,0,0
____ | ____ _____ _____ ________: ____ ______ ______ ______ _____ ___ _____ ______ ____ _______ ______,0,0,0,0,0,0,0,0,1,0,0
"__ ___ ___ _____ ____ __ ___ _______ ______ ___ _____ ____ _______.   ______ _____.  (___) ",0,0,0,0,0,0,0,0,0,0,1
_________ __ _____ ___ _____ _____ _______ __ _____,0,0,0,0,0,0,0,0,0,0,1
_____ _____ ___ _____ ______ _________ _____ __ _____ ____ __ 4 ___ ____ ___ ___ _____ ______ ______ ______ ______,0,0,0,0,0,0,0,0,1,0,0
____ ____ ____ ________ ______ ______ __ ___,0,0,0,0,0,0,0,0,1,0,0
"___ ______ ______ ______ ________ \____\"" ___ ______ ___ ________ _______ ______ ______""",0,0,0,0,0,0,0,0,1,0,0
_______ ______ __ __ ____ _____   __ ______ ______  ,0,1,0,0,0,0,0,0,0,0,0
____ _____ ___ ___ ___ ______ ____ __ __ ___ ___ __ _____ __ _____ ______ ____ _____ ________,0,0,0,0,0,0,1,0,0,0,0
'    '    '  _____ ______ ___ ___ ____ ____ ____ ___ ______,0,0,0,0,0,0,0,0,0,0,1
 ___ ___ ______ __ ______ __ ______ ______,0,0,0,0,0,0,0,0,0,1,0
___ ____ ___ __ _____   ___ ____ ________ ____    -___ ___  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
_____ __ ___ ______ ______ ___ ______ _______ ___ ______ ___ ___ ____,0,0,0,0,0,0,0,0,0,1,0
____ _____ ________:    ______ _____ ______ ____ ______ ______ _______ ______ ________ _______    ,1,1,0,0,0,0,0,0,0,0,0
____ 4 ______ _____ ______ ______ ______ ________ ___ 278,0,0,0,0,0,0,0,0,1,0,0
___ __ ____ ______ __ ______ ___ _______ _____ _!  ______ _  ,0,0,0,0,0,0,1,0,0,0,0
___ ____ __ ______   ____ ____ __ _______ ______ _______ ______,0,0,0,0,0,1,1,0,0,0,0
_____ __ _______ ________ ______ __ ______ _________ ____ ___ ______  (_____)   ,0,0,0,0,0,0,0,0,0,0,1
______ _____ ____ __ ______ ___ __ ________ _______ _____ ..,0,0,0,0,0,0,1,0,0,0,0
_____ __ ________ __ __ ___ _____ __ _____ ___ ___ ________ _____ ____ ______ ___ ___ _!!,0,0,0,0,0,0,0,0,0,0,1
"\____ ______ ______ \""",0,0,0,0,0,0,0,0,0,0,1
_______ ____ ____ ____ _____ ____ ___ _____ __ ______ _____ __ _______ __ _______ _____ ____ __ _______     ,0,0,0,0,0,0,0,0,0,1,0
__ ___ _____ ___ ______ _ _____ ___ ____,0,0,0,0,0,0,0,0,0,1,0
_____ _____ ________ ____ _____ ________   _______ ____ _____ _______ _______ _____ ______,0,0,0,0,0,0,0,0,1,0,0
____ | _____ _____ ___________ ____ ______ _____ ________ ______ ______ ___ 6092 ______ ______ 25,0,0,0,0,0,0,0,0,1,0,0
_____ _____ ________ ____ _____ ________   _______ ____ _____ _______ _______ _____ ______,0,0,0,0,0,0,0,0,1,0,0
____ ____ ______ ______ __ ____ _____ ____ ________ _______ ____ __ _____ ______ ____ __ _____ _______ ,0,0,0,0,0,1,1,0,0,0,0
"*_____*      *___ _______ __*     *__ _____ : 3*     *__ _____ : 364,8922*",0,0,0,0,0,0,0,0,0,0,1
__ ____ __ ___ _______ ___ ________ ____ ________ __________..______ _____ ______ _____..  ,1,0,1,0,0,0,0,0,0,0,0
"\_____ _____ ___________\"": ______ ___ _____ __ \""_______\"" ___ 6092 ______ ___ _____ ______ _____.",0,0,0,0,0,0,0,0,1,0,0
— _ _ _: ____ __ 20 ___ _____ _______ __ ___ ______ _________,0,0,0,0,0,0,0,0,1,0,0
:    _____ 157 _____ _____ _ 6 _____ ____ ______ ______ ________ ___ 1720 ________ ___ 16,0,0,0,0,0,0,0,0,1,0,0
____ ____ _____ _____ _______ ... ____ __ ____ ____ !!!     __ _____ _______ ______ ____,0,0,0,0,0,0,0,0,0,1,0
____ ____ _____ ______ ____ ______ _________ ____ __ ____ _______   _____ BBQ _____ __ ___ ____ ________ !!,0,0,0,1,0,1,1,0,0,0,0
 _____ _____ ________: _____ ___ __ ________ ______ ______ __ ______     ,0,0,0,0,0,0,0,0,1,0,0
_____ ___ ______ ______ ___ _______ _____ ____ ___ _______ ____ ____ _____ __ ___ ____ _____,1,0,0,0,0,0,0,0,0,0,0
_______ ___ ______ ______ ______ __ ____ _____ ___ ______ ______,0,0,0,0,0,0,0,0,1,0,0
_____ __ _____ ______ ______     _____ ___ ____ _____ _______ __ _____     ,1,0,1,0,0,0,0,0,0,0,0
_____ ____ ___ ______ __/_ ___ _____ _____ _____  (_______)  medium-light_skin_tone _ male_sign _,0,0,0,0,0,0,0,0,1,0,0
:    _____ 302 _____ _____ _ 18 ____ ____ ______ ______ ________ ___ 10842 ________ ___ 146,0,0,0,0,0,0,0,0,1,0,0
____ _____ _____ ________: ____ ______ ______ ______ _____ ___ _____ ______ ____ _______ ______,0,0,0,0,0,0,0,0,1,0,0
_____ __ ______ .. _____ ___ ____ ____ __ _____ ____  face_with_tears_of_joy      ____ ____ _____  (___)  two_hearts ,0,0,0,0,0,0,0,0,0,0,1
____ ______ ______ ___ _____   __ ___ _____ 69____ ___ ______ _,0,0,0,0,0,0,0,0,1,0,0
"____ 300 ______ ___ ___ \______\"" _________ ___ ____ __ ______""",0,0,0,0,0,0,0,0,1,0,0
 _____ ____ _____ __ ____ ________ __ _____ ______,0,0,0,0,0,1,1,0,0,0,0
_____ _____ ________ ____ __ ____ _____ 47 ____   ______ _____ _______ ___ ____ ____ ______ ______,0,0,0,0,0,0,0,0,1,0,0
