text,optimism,pessimism,sadness,surprise
كان يقول احبك وهو مع غيري ملتهي و بأشد حزني اشوفه دايم يضحك واذا اشتقت له ابتعد عن اي حب يا جاهل تتكلم,0,0,1,0
@FBI5514 @binnahar85 @taiger93 بغض النظر ارهاب او عناد النتيجه واحده ( ظلم ) .. كتعنيف الطفل او إهماله النتيجه واحده (  ضحية  ) 😡,0,0,1,0
يكفي أن تكون سعيدا كل صباح فتزرع السعادة في قلوب الآخرين صبآحكم مشرق بوجوهكم النيره المضيئة صباحكم أمل و آمال وطموح يفوق الخيال #داعم_للخير,1,0,0,0
الثورة السورية لم تنتهي فهي بداخل كل انسان سوري شريف يكفي أن تعلم مابداخل كل سوري من احباط وغليان وقهر فالبركان لا يلبث أن يهدأ حتى يثور,0,0,1,0
@MasadryNet اذا ماعملوش حاجه خلال  سنتين بايعملو خلال  يومين اللله لاسامح ولا غفر لهم   والله  يحرقهم بالدنياء قبل الاخره  مثل مااحرقونا,0,1,0,0
اختراق أو احتراق هناك قمة جديدة بإذن الله حول 7500 وبعدها لكل حادث حديث المتعلق ما عليك خوف وسلامتكم,1,0,0,0
يا اخي الواحد يكون قاعد في أمان الله كده ، ف تنزل عليه الكآبة من حيث لا يدري 😂😂,0,1,1,0
لا الناس جبانة و مبتتكلمش و قفلي علشان احنا ع ألهوا ✋ 🏻,0,1,0,0
مع نسمات هذا الصباح الجميل أسأل الله أن يرزقكم فرحة مابعدها حزن وسعادة مابعدها حاجة وأن يحقق أمانيكم أسعد الله صباحكم بكل خير 🌷 💗,1,0,0,0
ارزقنا راحة القلب و البال يارب 💙 🤦 🏻 ‍♀️,1,0,0,0
@abd_llaziz @AlsharqiyaCafe جامع ال منير للشيخ منصور الزهراني 👌 تدخل جو وطمأنينه وخشووووووع تبارك الله بس لازم تروح بدري والا بتصلي بالشارع,1,0,0,0
@_iSh9 انحست معهم لازم يغردون بالهاشتاقات عشان ندري عن وش يتكلمون 😂,0,1,0,1
استودعت ربي من هي أعز علي من نفسي اللهم إحفظها وارزقها فوق عمرها عمرا ملؤه الفرح والرضا بتشرق الشمس بالاخر مهما عتم الليل 💜,1,0,0,0
كل من حاولوا المكر بصالح كانت نهاية مكرهم مخزية وانتهى بهم المطاف الى العهر السياسي والوطني وهاهم يجنون ما عملوا واسروالنجوى للنيل من صالح,0,1,1,0
"كانت تقول "" ممتلئة بك "" والآن أقول : "" كان الفراغ منك أجمل ما قد يحصل لي "" #حداد",0,0,1,0
اليوم ولدت حكايات الفرح أجملها يوم #ميلادها كل عام وسنينك اجمل كل عام والفرحة تحتويك كل عام وانتي ف حياتي حياه 💜 ٧/٧ ✨,1,0,0,0
أنا اللي لاعصى واخطا تجهم وأقلقه ثوبه \nوأنا اللي يرتجف مثل ارتجاف الخايف الرعديد.!!\nليا شاف القبور الضيقات وحس بذنوبه \nرحمتك يالله..,0,0,1,0
يوم ما رضيتوا بحبس محمد مرسي والإخوان .. يوم ما رضيتوا بإن الإخوان يتقتلوا بدم بارد في الشارع .. هو ده يوم الخيانة الأكبر واللي بعده نتائج,0,0,1,0
تنهيدة طويلة وبعدها يارب إنك تعلم وهم لايعلمون 🌸,1,0,1,0
@3alyoum @waleedalfarraj الله يرحم المتوفي ويشفي المصابين \nبؤرة فساد في هذي المنطقة وجاري تنظيفها,0,0,1,0
"لعنة الله على عرب أردنا لهم الحياة فأرادو لنا الموت ذل وهوان كبير وصل لدرجة أن الكلب غضب واستنكر ""بئس بحق"" #مجزرة_خان_شيخون",0,1,1,0
اذا ناموا ماقاموا وإذا قاموا ماناموا .. بعض المغردين .. هم يفهموا انفسهم جيدآ 😗,0,1,0,0
مستوصف الفحيحيل التخصصي يرفض استقبال مواطن يشكو من ألم بعينه بحجة عدم وجود تحويل من مستوصف منطقته الاحمد علما بأن العيادة لايوجد بها مرضى,0,1,0,0
ماحد توقع عشان كذا عجبتني الحلقة 😍 تذكرت الحلقة الاخيرة شوي حزينة,0,0,1,0
صوت الرعد أرعبني ذكرني بعمر بن عبدالعزيز يوم بكى قائلا : هذا صوت رحمته فكيف بصوت عذابه اللهم ارحمنا ولا تعذبنا,0,0,1,0
ماف واحد متزوج اسأله عن الزواج الا يسب ويلعن ويقولي اوعى تتزوج إلا واحد صحبي زمان قالي حلو وبعد كده عرفت انو امي هي اللي مرسلاهو 😠😠😡😡,0,1,0,0
يارب نور قلبه واشرح صدره واسعده سعادة ابديه 🌟,1,0,0,0
@FarouqAlBhaissi تحديثات غريبة هاي اول مرة اعرف😂 فكرت عشان بتحبها رح تحس بغصة لما تكون قريبة منك و تحس بفراشات ببطنك وشغل شوجو وهيك,0,0,1,1
اصبنا بأكتئاب عيالنا شقه مستأجرة ضيقه لم نعد نستطيع العيش بظل ابن سلمان فكيف نذهب الاكتئاب عنهم وهم يتبطحون باروبا وعلي اليخوت,0,0,1,0
يارب السلام النفسى والهدوء اللى انا فيه دلوقتى يفضل طول العمر ومش عايزه حاجه تانيه والله العظيم كده كفايه وزيادة عليا .,1,0,0,0
اخيرا قبضت مرتب تلت شهور من الجيش كجندي مقاتل \nمش عارف بقا اعمل بالفلوس دي ايه اشتري حتة ارض في الساحل ولا افتح مشروع ولا اعمل ايه :'(\n#بؤس,0,1,0,0
أرقام مخيفة تكشف الواقع التعيس والمظلم لشعب الإيراني والحكومة الإيرانية تنفق مليارات على المنظمات الإرهابية فعلا لحظة تأمل لشعب تعيس,0,0,1,0
#باسم_التغيير بدنا نعيش بأمان وكرامة ما نخاف من بكرا قضايا الإنسان اول الإهتمامات إللبناني اخر همو يصيرغني المال بدوالصحة وراحة البال 🌹 🌹,1,0,0,0
@a345458765 ليش الغلط 😿 انا الي اقصده انها احلى مني ليش المجامله 😠,0,1,1,0
حزن يتوارى عن الانظار وسعادة غامرة تكاد رياحها ان تصل هكذا هي مشاعرنا ايامها دول,0,0,1,0
لا غزل في زمن شركات التجميل و فلاتر لسناب 😠,0,1,0,0
أوجع لحظة لما تنسأل عن صاحب كنت دايماً تتباهى فيه وقتها عقلك يحكي يالله جاوب ، صاحبي خيبة أمل ولا صاحبي مو صاحب؟.,0,1,1,0
المشكله اني دايم استعجل وغضبي يسبقني ومن غير شعور بغيت اغيضه واجرحه وكنت انت من ناس انا واثقه انه ساءهم ما كتبت,0,0,1,0
@PrincessBasmah  الله يسعدك يا صاحبه السموو  ويجعل دربكك كله سعادة وبسمه مثل اسمك ساعدينا,1,0,0,0
مين انا يا حزن صدري وارتجافه جيت انا من وين ولوين اتجاهي,0,0,1,0
"كان ياما كان كان في ""رمضان يجمعنا"" #سوريون #غصة",0,0,1,0
مش عايزة اصعب عليك و لا اشيلك همى \n#الوجع \n#حلاوة_الدنيا,0,0,1,0
مادمت أرى ذلك الوجه والإبتسامة فأنا مازلت قادرة على محاربة سوء العالم بهم ❤,1,0,0,0
أصدقائي المسيحيين محدش يقدر يزايد علي حزنكم وغضبكم  و #مصر كلها النهاردة حزينة وغضبانة وخايفة لكن أرجوكم بلاش صور المتوفيين . الموت له حرمه.,0,0,1,0
❥ ˓٭ ˓٭˛✿ ياخذني من قمة عتابي ب #ضحكه حتى خطاه أتساهله لا ضحك لي,0,0,1,0
حانق هذا الليل منزعج,0,1,1,0
#كلام_من_ذهب 3/23 ثم  صار الشباب في المحلات يعطونني كرسي كي أجلس  !! ..\n\n كانت لحظات قاسية ومروعة ،، تقدّم العمر في بلاد العرب\n\n ولكن,0,0,1,0
ممتنه لكل شخص في الحياة غرس فيني أثر جميل و دعا لي دعوة صادقة من قلب و ترك لي كلمة حلوة تمليني سعادة وحبا 💌 💛,1,0,0,0
كل مخاوفي والأشياء الا كانت مسببة لي قلق ومو مخلتني أعيش من التفكير فيها فجأة صارت عادي وماتهمني,0,0,0,1
#لو_عطيت_قلم_ماذا_تكتب انا #زعلان لأني مش قادر اصمد امام نظرة من عيناك وانا المقيول عني قوي,0,0,1,0
لايوجد أحن من الله علينا لربما خفيت أمورنا بالغيب أحزاننا ثم أفراحنا ف سبحانه كيف يدبر الأمر ويسخره لك وإليك 💕 ✨ عيد سعيد,1,0,0,0
ولحد النهاردة بزعل جداً لما اجي ازغزغ حد وميتزغزغش او يضحك,0,0,1,0
اشك اني مصاب بالمازوخية من كثرة الحسابات المنرفزة و المستفزة اللتي اتابعها,0,0,1,0
سرور جمهورك يشكرك على الصباحيات الجميلة اللي دايما تمتعنا بها 👍 و اذا باقي صباحيات نتمنى تسعدنا بتواجدك فيها 🙏 🙏 #حياتك86,1,0,0,0
مو رادنا الا الحبيب المصطفى 💜 #ترفيه_المدينة,1,0,0,0
احساس رهيب بالعجز لما حد عزيز عليك وقريب منك يحصله حاجة وانت مش عارف تعمله حاجة عشان مفيش حاجة ف ايدك بمنتهى البساطة,0,1,1,0
323: خوخه اطيب واحده ف الدنيا والله ومبهجه جدا يعني وجدعة ومبتسبيش حد ام بيحتاجك ربنا يسعدك يا حب يارب😻❤♥,1,0,0,0
كله يزعلوني 😡   .,0,0,1,0
هل هذه حجة لقتل اكثر من الشيعه لا تجعل من نفسك حمل وديع لان حركاتك معروفه والله ينتقم من ايقظ الفتنه,0,0,1,0
الاعتداء على المناضل خضر عدنان والمناضل محمد علان في مدينة نابلس قبل قليل يا حيف,0,0,1,0
جيتك بدمعت طفل ياباالفضل للملقئ عطشان معلقه لطميه 😴 😴 #كربلاء خذيني اليك 💔,0,0,1,0
رغم الاخبار المحزنه في #مشرقنا خبر وحيد فيه بارقة أمل :الجيش #الامريكي يعود ويصبغ دبابته باللون الأخضر بدلا من اللون الصحراوي,0,1,1,0
خايف يا ظريف تروح وتتملك وتعاشر الغير وتنساني أنا ❤,0,1,0,0
سعيد الحارثي: عبدالله النجيبان مثقف وإيجابي ومتفاعل يصلح يحرك المياه الراكدة يصلح يصنع البهجة ويحرك الجو 👏 🏻 #حياتك60,1,0,0,0
#قول_شي_عن_الحب الحب هو السعادة والامان والراحة الحب نبع يفيض بالدفا والاشتياق والوله واجمل مافيه ان يكون مبني على الصراحة والمصداقية,1,0,0,0
مبسوط اني بشوف هالمشروع على أرض الواقع بعد كم سنة بإذن الله,1,0,0,0
إيه لا لا لا 😉 😉 الفرح حيبوظ على وحدة ماتت ولا إيه 😂 😂 🙊 🙉 🙈 🙈 😂 😂 #أكرم_حسني ❤ #الحب #خفة_دم 🙈 🙉 💚 💚 😂 #ريح_المدام,1,0,0,0
#حاله_طوارئ\nالوضع بمركز اورام #المنصوره مفيش دم و لا صفايح بمعني التلاجات فاضيه والاطفال مستنيه تبرع #انقذوهم وضعهم بيتدهور #بحزن_لما_اشوف,0,0,1,0
خيبة الامل بتهزمك اكتر من الانتظار 😌,0,1,0,0
طهر قلوبنا يا الله من كل حزن لا نقوى على وجعه #تنهيدة,1,0,0,0
#أخاف لا أشكي للعرب سر فرقاه 👌 ويشمت علي إللي ما يسوى #مواطيه,0,0,1,0
الف الف مبروك اخوية وصديقي مصطفى #طاقي 😘 😘 تستاهل كل خير يعجبني الزلمة ليوفي بوعدة وانت زلمة 😎 مبروك خطوبتك ويارب السعادة الدائمة بحياتك 😍,1,0,0,0
ليتك تطلع من حياتي وتسكر وراك الباب عرفتك على حقيقتك وخاطري منك طاب #الله_يهني_سعيد_بسعيدة خاطرتي #قلمي #حروفي #دفتري #غدر #خيانة #كذب #بوح,0,0,1,0
هه العمى كل هول خيانة وغدر وهلا مخدرات 😂 😂,0,1,1,0
تذكر أن بعد الشقاء سعادة وبعد دموعك #إبتسامة,1,0,0,0
وراح حضر فرح البنت الى بيحبها ومخدش جاتوه 😢 ✋ #وجع 🐸,0,1,1,0
ب الله بحظ يوردني للجنه\nماهو بحظ يوردني للدنيا\n\n     #هدوء,1,0,0,0
إستخدام لغة جديدة في هذه الحرب إنما يدل على أنه يراد لهذه الأزمة أن لا تنتهي و وصول الإعلام لهذه المرحلة من الإنحطاط نذير شؤم,0,1,1,0
لكـل حـد شـآف آلتويته دي\n\nربنـآ #يهديك و #يطهر قلبـك مـن آلذنـوب و #يرحمك برحمتـه\n\nو #يفرح قلبـك و #يحقق أحلآمـك و #يريح بآلـك,1,0,0,0
ولا عندنا جيش قوي يعرف يدافع عن البلد ولا شرطة تحمي الامن الداخلي ولا عدل في القضاء والبلد ولا اقتصاد ولا تعليم اسمها بلد ازاي دي والنبي.😤😡,0,1,0,0
فكرة اني ابطل اثق في حد خصوصا الناس اللي ماينفعش غير اني اثق فيهم \nفكرة مرعبة والله,0,1,1,0
بدل ماندخل المباراه وعينا على الفوز صارنا ندور التعادل\nكان فيه ارتباك من بعض الاعبين مدري على ايش !!\n\nواليابان نفس الشي\n#استراليا_السعوديه,0,1,1,0
"هذا قدر الهلال دائما وسر قوته ينهي الفرح الليلة ويستعد لأفراح لا تنتهي بإذن الله الهلال هو ""أن تفرح أكثر"" 💙 #360_درجة",1,0,0,0
@BeHaiRy_oO دا نذير شؤم عند الفراعنة القدماء عشان كانت بتطين,0,1,0,0
#كباتن_كريم_متذمرون كريم شركة انتهازية لئيمة في دولة قانونها غير واضح والدليل انهم يلعبون على الكابتن والعميل بدون مايلمسون نسبتهم العالية٣,0,1,0,0
أؤمن دائما بأن الأيادي لما تتشابك توصل شعور أكبر من الكلام بكثير,1,0,0,0
هف تبون تتحمسون انكم تصلون وتصومون وتتمنون الجنه تكلموا عنها يالله الكلام عنها بس يشد على قلبك يلتف حوله حب وطمأنينه 💓 💓,1,0,0,0
الاحتفالات بالملعب حاليا تكفي لين بكرا,1,0,0,0
اسمع طقطقة قلب مجروح فين هو انا طبيب جراح,0,1,1,0
الواحد مستاء كميه استياء بقى صعب انها تعد وتحصي..وايضا مشمئز كميه اشمئزاز بردو صعبه 😣,0,1,1,0
اللهم لك الحمد يارب على فرحة النجاح والتخرج 🌸 🎓 #فرحتي_نجاحي,1,0,0,0
سبحان الله لا نتذكر الفساد إلا مع المصائب وش ذنب عائلة تضيع بسبب إهمال مقاول وفساد مسؤول #فاجعة_بالقرن,0,0,1,0
كل حدا بينزل البحر بكون عارف انو ممكن يغرق !!\n\nبس معتة المغامرة بتكون اقوى من خوف الغرق 💙🌊🌊,1,0,0,0
طيب طالما هوا عتاب كيف صار فراق ؟؟,0,0,1,1
حلو الافاتار الجديد كدا 😆 بلاش عيط وكآبه 😶 انعارده عيد ميلادك 😌 ممكن ترجعي للكآبه بكره 😛 😂,1,1,1,0
@0ta4 @iAnas5 الله يكثر خيرك وسابق والله فيه ربي يطول بعمرك ، باخذه لبناتي يطشطون فيه يوسعون صدورهم 😅,1,0,0,0
نفسيتك هي بوصلة لكتاباتك #حزن #حب #سعاده,1,0,0,0
انا مش لاقية اي تفسير لحالة الممل و الكآبة المنتشرة علي مخاليق ربنا كلها دي,0,1,1,0
80% من مشاكلي اني مش بتكلم.،و 20% لما بتكلم الكلام مش بيتفهم زي مانا قاصد اوصله.#بؤس.,0,1,1,0
وفعلا النظرية اتحققت و جه من اللي انا مذاكرتوش 😂😂😭😭😭😭😭,0,0,1,0
في زمن للأسف الي يتكلموا فيه بإسم الدين هما أقل ناس علما في الدين ناس تشكك في الحجاب في الصلاة وغيرها أحكام تنصرف عالرايحة والجاية #محزن,0,0,1,0
صبح الهنا صبح الوفا صبح الافراح صبح الصفا صبح النقا وراحة البال صبح اشراقه عسى للخير مفتاح لمتابعيني ارجال ومن بها انتخاء ارجال,1,0,0,0
هذا مؤسف حقا اذا هذه بئر رومه وهي بهذا الشكل ينبغي على هيئة السياحة الاعتناء بها هذا تاريخ مهم,0,0,1,0
*ربي أگتب لنا سعادة دائمہ* *و أبتسامہ لا تغيب و قلبا لا يضيق ✨ 🌸 * ​- اسعد الله صبااحكم * 💗 ✨,1,0,0,0
اكثر شيء يقتل الإبداع فينا هو خوفنا من سخرية الآخرين علينا,0,1,1,0
"كان بأستطاعتك أن تداري سوء مزاجي ونبرة الهلع في صوتي وال""لست على مايرام"" المختبئة خلف"" بخير"" كان بأمكانك فهم تناقضاتي لكنك لاتريد فضيعتني🖤",0,0,1,0
بارك الله فيك أخي عمر انت أبرز شخص ممكن يتكلم عن أي موضوع بجدية مع قليل من الفكاهة استمر,1,0,0,0
مثل عصفور جيت ونمت بأحضانك\nوأنا مأمن على نفسي و جنحاني,1,0,0,0
ودي الارض تنشق وتبلعني بس كلامهم قوي ياهذا اللسان اللي بيخلينا نندم بآخرتنا بسبب استمتاع او نرفزة دقيقة :(,0,0,1,0
الفنانة سعاد عبدالله : يمه وصمه 😡 😡 هل هذا اسلوب أم وتعمل طبيبة ايضا #كان فى كل زمان #خيانة أغسطس,0,1,0,0
#فرحتي_نجاحي ما شاء الله مبرووك للجميع و عقبالنا يا رب سنه تفصلنا عن تحقيق الحلم 😭,1,0,0,0
يستفز الجانب المتسلط بالطفل والولد يضرب اخته وهو يضحك يمكن يكون شي تافه اليوم بس بكرا بتكون معاناه واذيه ومأساه للبنت وهو المتسبب فيها,0,0,1,0
ل اهلي ل اصحابي ل كل شخص لطيف مر بحياتي ' كل عام وانتو بخير كل عام والفرحه تغمركم وابتسامتكم الجميله م يعكرها حزن عيدكم مبارك 💕,1,0,0,0
الشعور بالوحدة وان ما حولك أصدقاء تستمتع معاهم ؛ شعور فظيع #خواطر,0,0,1,0
شفت فيديو يقولون ان مايكل جاكسون للحين عايش وهو مسوي كل هاللويه عشان يختفي وحاطين أدله.. شوي مت خرعه 😰,0,0,0,1
خيبة أمل انك تشوف الاكل اللي جاي عليك في المحل مش جايلك و جاي لحد غيرك اصعب من الخيانة والله,0,1,1,0
كل سنه المسلسلات الخليجيه هم وغم ، احنا نطالع التلفزيون عشان نستانس ونضحك مو عشان يحوشنا هم وكدر من مواضيع غير موفقه ماتنحط برمضان👎🏼,0,1,1,0
الأيام العشر المباركة من هذا الشهر الفضيل يتضاعف فيها الأجر فماذا لو كان من أجل سعادة طفل ننتظر تبرعكم لصالح معرض #بسمة_عيد_10 ❤️,1,0,0,0
مقالة خاصة: بداية إيجابية لمحادثات بريكست لكن الشكوك باقية ساد جو من التفاؤل بعد الجولة الأولى من مفاوضات خروج بريطانيا من الاتحاد الأوروب,1,0,0,0
من الصبح وانا جوايا كمية حسرة ووجع قلب محسيتهمش من سنتين\nمنك لله يا بلحة\n#تيران_وصنافير_مصرية,0,0,1,0
اسألكم بالله خايفين من اياكس ؟ والله لو يدخل مورينهو بتشكيله منطقيه ومايدافع ناكلهم بالخمسه بالراحه ، بس بيجي يدافع وكذا بناكلها صح,1,0,0,0
طبعا سبب وجودي في القاع... بدأ بسبب عدة حوادث.. أكبرها في رمضان الي فات.. و بسببها صار عندي #فوبيا_رمضان ! أحس كل شيء بيتكرر.. بنفس الطريقة.,0,1,1,0
#رسائل_إلى_أبي حنيت لك لين صدري من الحزن والضيق امتلى 😔 يارب أغفر ل #أبي وارحمه بحجم شوقي وحزني عليه 💔 #غصة_فقد,0,0,1,0
ان تكون انت جرح لأحد بالرغم من انك تملك قلب ابيضا طيبا لايشبه خبث الآخرين شعور صعب ان تتقبله,0,1,1,0
يا رب نحلم بالي نحبهم :) مو نحلم بالي ماندري عنهم ولا عن سماهم,1,0,0,0
ممنونه لك قد ماتمليني فرح,1,0,0,0
افكر كيف اصير تاجر 😊 - يشعر بالتفاؤل,1,0,0,0
كل مؤمن في داخله طفل مرعوب من المقبرة بسبب الموروث الذي يخيفه من الحياة ويجعله يعاني الوسواس القهري في كل حركاته تهربا من تلك المخاوف,0,0,1,0
دخلت تويتر محتشمه ثم ذبل الحياء تدريجيآ مازحت الرجال كأنهم أصدقاءويقع في قلوب الشباب من هذه الممازحات خيالات لاتدركها الفتيات #حياتك74,0,0,1,0
أشد أنواع #الوجع في #رمضان منزل بلا ( #أم ) 💔 اللهم من كانت له أم متوفيه فإرحمها ومن كانت له أم مريضه فإشفها ومن كانت له أم بعافيتها فإحفظها,0,0,1,0
رحل من دون\nلا أبكي ولا أناديه !\nوأخذت الضيق\nمن صدري وطرّفته ،\nيحسب إني نسيته\nماني ب ناسيه ؛\n' أنا وقلبي ،\nتجّرحنا ب معرفته ',0,0,1,0
هو أنا لو عاوز أروح أفطر آخر يوم ف رمضان بكرة ع البحر ف الإسكندرية أبقي مجنون ولا ده يبقي عادي وطبيعي 😏 🙈 😏 #طارق_الدميري #ضحكتي_مبتهزرش,1,0,0,0
ده أنت الأمل فى العيون،\nوالنشوة ساعة الجنون.,1,0,0,0
هتموت حزين لو إنتظرت حد #يفرحك,0,0,1,0
"عنجد أنا بحس بأسف من قلبي لما بنت تحكي عن موقف تحرش أو أذى. أنا بزعل أكتر لإنه بحس إنه أغلب المرات الموضوع بيخلص عند انه البنت ""تحكي""",0,0,1,0
لماذا لم تعطيني فرصة لماذا كل ما تذكرت انك كنتي أمامي قريبة جدا ومع ذلك كنت أخشاك أحس بالحسرة يالها من قسوة لقد حرمتني حتى كلامك ورؤيتك 💔 💔,0,0,1,0
لو أنك تعلمين كم يزعجني هذا العالم\nأريد الفرار\nأن أمضي بعيداً\nولستُ أدري إلى أين ياأمي..,0,1,1,0
وش هاليوم العبوس الليل سوق وقلق \nوالنهار امسك طفلة رضيعه عشان امها تروح السوق 💔💔😥😩😖😣😣ابي انام,0,1,1,0
صراحة جيت حتى جاوب بس ما حبيت كون ساذج التفكير #حسرة اني ما عرفت النتيجة,0,0,1,0
يا ريت ابطل عصبية و نرفزة علشان بروح في داهية و محدش بقي طايقني خالص,0,0,1,0
@LBUB_99 @Hunter_TPG الله يعافينا مما ابتلاهم 😔\nبكره راح يتسألوا عن هذي المبالغ والله حرام بجد .. فين عقولهم راحت 😟💔\n.\n.\n#انتقام_السلاطين,0,0,1,0
"@M7mmdSala7 احا يا صلاح عيد ميلادك يوم امتحان التربو؟ :""D\nكل سنة و انت طيب ياسطا.. إن شاء الله ربنا هيسترها، ما تقلقش",1,0,0,0
انا عايزة صاحب زي أكرم حسني في #ريح_المدام  😂😂 كل ما اقول ان ضعت يقول بالعكس يا \nسلطانية 😂😂😂😂\n#بهجت #سلطان 😂😂💙💙,1,0,0,0
وصل ل مرحلة ال Adaptation مع الضغط و الكآبة ف صار ما يحب يعيش ب وناسة او سعادة و يشوفها غير غريب و غلط,0,1,1,0
"من كثر ما "" صوتي "" من الفرقى حزين احس ب ان #الدمع من "" صوتيي "" نزل",0,0,1,0
البسي يا مهجتي ثوب السواد فعلي الكرار قد آن الحداد ضربة هدت أساقيف العماد أطفئوا بالحقد أنوار الرشاد مأجورين #ياعلي,0,0,1,0
ضغط شنطة السفر عشان نصك السحاب من اجمل ضغوطات الحياة 😅,1,0,1,0
إبتسامة أمي سعادة لا تقدر بثمن لذا ربي لا تحرمني من وجودها في حياتي كل عام وانتي سعادتي يا أمي 💗,1,0,0,0
بالفرح يمي لقيته عافني بوقت الحزن,0,0,1,0
منظر النهاردة ده معناه أنه مذعور ع الآخر.. سيبوه لوحده هينتحر :),0,1,0,0
@iiAm_0 انتي مين يزعل منك بالله !! حتى وإن صار وزعلوا بس إبتسمي لهم ويروح الزعل )؛♥️♥️.,1,0,0,0
بكل سرور أبشر الليله يضيفك,1,0,0,0
#لندن\nاذا أرعبكم كم شخص قتلوا ظلماً \nفوق جسر لندن \nهناك الملايين في سوريا والعراق أُسقطت الجسور على رؤوسهم ‼\nوقتلوا من الأرهاب الحشدي 🔥,0,0,1,0
انتي عارفة انك مثيرة للشفقة طب عارفة انك مصدر سخرية وتريقة لكل اللي حواليكي,0,1,0,0
تقولي شمعنى مثير للشفقة؟ بقولك جمهور أرسنال,0,1,1,0
@alalnemi روح لف سمبوسه مع امك واترك الكوره\nهذي قرعه ي #فوبيا_الهلال معقدكم,0,1,0,0
ودي أنا أضحك وأترك الهم وأرتاح\nوش لـه أضيق خلق من #تابعـونـي\n.\nناسٍ تبي شعر الغزل كله #أفراح\nوأنا الشعر كلـه #حـزين_بعيـونـي,0,0,1,0
حزن الصاحب معدي فما بالك بحزن الحبيب إنه مميت وليس معدي فقط اللهم قلبه*,0,1,1,0
اليونايتد اضاع تقريبا 20 نقطة بالتعادلات الغريبة في الاولدترافورد شوف ال20 نقطة فين كان ممكن توصلنا #ندم #حسرة,0,1,1,0
@aya_rageb @Nana_K_Khald @raghebalama وباذن الله رح تقدري توقفي على اجرك وتفرحي راغب وتفرحينا وتفرحي اهلك كمان 💋,1,0,0,0
الحب مش حلو خالص .. الحب دايما بيوجع,0,0,1,0
حافظ على جسور التواصل مع من حولك فلا تدري يوما أي الجسور التي ستوصلك لجزيرة الامان والسعادة فالحياة علاقات وشراكات #سعادة #علاقات,1,0,0,0
ولايخفى على القاصي والداني الازدهار الذي نعيشه في كل المجالات بفضل الله والرعايه الأبويه التي يغمرنا بها حكامنا ونحن بكل حب نبادلهم الشعور,1,0,0,0
@Khalejiatv @Dr_alqarnee يا شيخ احنا موظفين بن لادن ١٣ شهر بدون رواتب كده حرام اغيثونا بنوت والله الديون قتلتنا انصحهم يتقوا الله فينا,0,1,0,0
كل شوية قرفي من الناس وكرهي ليهم بيزيد 😞😞 \nوبتأكد من هبلي وغائي 😢,0,0,1,0
@me7a24_ مش حشوقك ليييه😭😔\nوانتي بالصحه والسلامه🎈😍🎉,0,0,1,0
@AhmedAdeb وفر شويه من الفرحه دى لسه عندنا طلعه كمان 12 يوم وهتبقى فرحه اكبر 😂,1,0,0,0
واضح إن يومي سعيد 💐 💚,1,0,0,0
#شكرا_يالله شكرا يالله على عدد نعمك شكرا يالله على شعور الفرح والم الحياة شكرا يالله على كل شعور نمر فيه شكرا يالله #كوني_دره #حياتك52,1,0,0,0
الثقه الكبيره نهايتها ندم عميق جدا وانكسار ماينجبر ابدا,0,1,1,0
@78llli ما يصير في زعل يصير كله حب وسعاده,1,0,0,0
#الى_من_كنت_اناديها_ياقمري كنت أريد أن #اخبرك بأن الجميع #خذلني وأني أصبحت #أخاف من الجميع ألا #انت ولكنك #خذلتيني قبل أن #أخبرك,0,0,1,0
بس حاليا هما متجوزين وبيشربوا drugs سوا !!\nالموضوع مرعب صراحة ومحزن جدا والله بالنسبالي\nمش دايما الكويس بيقدر يحسن من اللي معاه,0,1,1,0
فرق التوقيت اللي كنت بتعيط منه من يومين دلوقتي فرحان بيه و بتغيظني 😟😟😟😟😟😟😟😟😟 اخص ع الدنيا الددنيئه,0,1,1,0
ليس اخلاص للوطن وانما الرعب,0,1,1,0
🌸 :معرفكش بس حلو الاڤاتار بالضحكه المبهجه دي 😅 💙 ربنا يديمها ويحفظك ويخليك اللي بيحبوك 💕,1,0,0,0
انا غضبانه منهم اغضبوا ولا تخطئوا دا حقك ازعل بس اوعى في يوم تكون زيهم حط المسيح قدامك علشان تعرف تعيش هو قدوتك,0,0,1,0
صباح جديد يهدينا آمل يمحي خيبات الأمس صباح جديد يرسم علي ثغرنا أبتسامه تفاؤل تملي أعماقنا فرح,1,0,0,0
أينعم مكانش حد فينا طايق حد اليوم ده وبيشتموا بعض وتاني يوم رقية جالها تسمم ومعرفناش نذاكر ومش ضامنين نعدي بكرة بس أنا كنت مبسوط ❤,1,0,0,0
اول حب يمر عليا ابلي الدنيا فرح وشموع~,1,0,0,0
جهز شنطتك 👜\nوروح للمطار ✈️ \nوارجع معصب 😡\nعلى اساس إنك تأخرت .. وراحت عليك الطيارة \nغير جو ياخي🌚😂,1,0,0,1
ياليت كل السنة رمضان 😢 راحة و محبة و ناس تجتمع ع الخير قلوب صادقة و دموع راجية عفو الله ❤️,1,0,1,0
صباح الخير\nصباح وجيه مليانه رضآ وتكبير\nدعت ربي قبل لاتنام\nقامت والمشاعرغير\nعطت ربي امانيها\nوكل حاجه تعنيها\nومن يوم الامل هذا\nوهي تطير\n#افراح,1,0,0,0
ودي اغرد في فرح مليت وأنا اغرد حزين #حزني_أنيق,0,0,1,0
