text,sentiment_id,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Surprise,Joking
كيف نختبر وفيه كرونا ماخلص بس تكفون الغو الاختبارات مو وقتها ابداا نختبر بعدين او بعد العيد ,Negative,0,0,0,0,1,0,1,0,0,0,0
المثليين يضلوا مرماين في بيتوهم اثناء وبعد الكورونا,Negative,0,0,0,0,0,0,1,0,0,0,0
دقيقة  أنا ما لاحظت للبيهتفوا ماتغشونا ومافي كورونا وهم لابسين كمامات !!    دي مريسة مصبنة من زمن مملكة كوش 😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
كورونا خل الشعب يفصفص حسابات المشاهير والمهايطيه نفضهم نفض اللهم لاشماته هههههههههههههههههههههههههههههههههههههههههههههههههههههه,Joking,0,0,0,0,0,0,0,0,0,0,1
| ارتفاع وفيات كورونا في لبنان إلى 14 إثر تسجيل حالتين جديدتين (وزير الصحة),Neutral,0,0,0,0,0,0,0,0,1,0,0
كرونا ايه ياسطا انا الشيكر بتاعي بعد ما خلصت التمرين اتاخد !  مين معفن ابن لبوة هيشرب مكان حد ؟,Negative,0,0,0,0,0,0,1,0,0,0,0
تسجل 157 إصابة جديدة بفيروس ليبلغ إجمالي الإصابات 1720 و6 وفيات ليبلغ إجمالي الوفيات 16,Neutral,0,0,0,0,0,0,0,0,1,0,0
فيه أحد قال إن فايروس كورونا هم يأجوج ومأجوج والا اتبرع أنا واقولها؟,Joking,0,0,0,0,0,0,0,0,0,0,1
"ليه....هو اول مرة يحصل كساد، المشكلة مش في كورونا ، في المنظومة نفسها اللي معرفتش تتعامل مع كورونا",Negative,0,0,0,0,1,0,1,0,0,0,0
 لي ولك...   بماذا وعدت نفسك بعد زوال بإذن الله ؟  هل ستغير شيئ؟     اللهم أدفع عنا   اللهم إرفع عنا   ,Positive,0,0,1,0,0,0,0,0,0,0,0
الاتحاد الأوروبي لكرة القدم: تأجيل المباريات الأوروبية واللقاءات الودية الدولية حتى إشعار آخر بسبب كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
الفايده الوحيده الي استفدتها من كورونا اني جربت انام بكل الاوقات,Positive,1,0,0,0,0,0,0,0,0,0,0
 تحطم الأرقام القياسية بأعداد المصابين بفيروس على مستوى العالم,Neutral,0,0,0,0,0,0,0,0,1,1,0
43 حالة تماثلت للشفاء في لبنان خلال المواجهة مع فيروس,Positive,1,0,0,0,0,0,0,0,0,0,0
ممكن ينقلون المرض لجهة اخرة وتجمع لناس ما عندهم كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
__🇲   ⭕️ بلغ عدد مصابي 🦠 لـ 210 بعد تسجيل 18 إصابة جديدة وحالة وفاة واحدة.,Neutral,0,0,0,0,0,0,0,0,1,0,0
قيادي كردي: سندعم الزرفي بتشكيل حكومته إذا حقق مطالبنا      ,Neutral,0,0,0,0,0,0,0,0,1,1,0
عاجل  وزراة الصحة التابعة لعصابات الأسد : تسجيل ثالث حالة وفاة بفيروس كورونا لامرأة من بلدة بريف وتطبيق العزل على كامل البلدة.,Neutral,0,0,0,0,0,0,0,0,1,0,0
احنا لو عدينا الكورونا مش هنعدي سد النهضة والفقر المائي..🙂,Negative,0,0,0,1,0,0,1,0,0,0,0
انا كل اللي مخوفني في موضوع كرونا اني اتعود علي النزول من الشغل الساعه 3,Negative,0,0,0,0,1,0,0,0,0,0,0
شرطة مدينة نيويورك: 1193 من عناصرنا مصابون بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
           لا يفهمها سوى الواعون,Positive,1,0,0,0,0,0,0,0,0,0,0
ان شاءالله اذا خلصنا من كورونا ماراح انام راح اريح شوي بس بالسياره,Joking,0,0,0,0,0,0,0,0,0,0,1
أدعو ان كورونا تروح لاتهمكم المدارس ,Positive,0,0,1,0,0,0,0,0,0,0,0
وزارة الصحة الإسرائيلية: تسجيل 233 إصابة جديدة بفيروس ليرتفع إجمالي الإصابات إلى 5591,Neutral,0,0,0,0,0,0,0,0,1,0,0
 العجب في شهر رجب 😢  وسنرى الأمان في شهر شعبان 😇  وننال الرضوان في شهر رمضان بإذن الله 🙏🙏 ,Positive,1,0,1,0,0,0,0,0,0,0,0
من ايجابيات الخفية  (وعسا أن تكرهوا شيئاً ويجعل الله فيه خيراً كثيرا),Positive,1,0,1,0,0,0,0,0,0,0,0
انظروا بعين الرحمة والعطف الى المغيبين والمعتقلين الابرياء اطلقوا صراحهم قبل حصول كارثه كورونا ,Negative,0,0,0,0,0,1,0,0,0,0,0
"   اللهم اجعل هذه الأيام تمر ولا تضر ،اللهم اكفنا شر الامراض واحفظنا بحفظك. ،",Positive,0,0,1,0,0,0,0,0,0,0,0
اتوقع بيتم القضاء على فايروس كورونا والمشاهير معاً 🙂,Negative,0,0,0,0,0,0,1,0,0,0,0
"على باله كورونا زي الإيدز ينتقل عن طريق الإتصال الجنسي ، عادي ينتقل عن طريق المجالسة ياشيخنا ..",Joking,0,0,0,0,0,0,0,0,0,0,1
تسجيل 43 حالة شفاء من فيروس كورونا في لبنان بزيادة 6 حالات عن الامس,Neutral,0,0,0,0,0,0,0,0,1,0,0
بكرا ينتهي الكابوس و نرجع نحضن و نبوس🥂💔!  ,Positive,1,0,0,0,0,0,0,0,0,0,0
يمكن فايروس كورونا كائن فضائي واحنا مغيبين عن ذلك,Joking,0,0,0,0,0,0,0,0,0,0,1
"خسرت حياة الفهد مُشاهديها العرب.  عنصرية مقيتة، حياة الفهد فيروس اخطر من كرونا",Negative,0,0,0,0,0,0,1,0,0,0,0
عاجل | لبنان يسجل حالتيّ وفاة جديدتين بفيروس كورونا ليرتفع إجمالي الوفيات لديه إلى 14,Neutral,0,0,0,0,0,0,0,0,1,0,0
تقرير مستشفى الحريري الحكومي : بلغ مجموع الحالات التي شفيت تماما من فيروس منذ البداية 43 حالة شفاء,Neutral,0,0,0,0,0,0,0,0,1,0,0
جرى ايييه يا   هما كلهم لواءات 😯  رجال اعمال فنانين   التنويع مطلوب   فيه فريق 👉  فيه مشير وعامل رئيس👉  اتلحلحي يا اختي,Joking,0,0,0,0,0,0,0,0,0,0,1
    انا عندي علاج كورونا. وبإذن الله انه شافي وقاضي على كورونا,Positive,1,0,1,0,0,0,0,0,0,0,0
الآن| اطلاق صافرات الانذار في جميع انحاء المملكة ايذاناًبمنع الحركة والتجول.   ,Neutral,0,0,0,0,0,0,0,0,1,0,0
فيروس كورونا كشف لنا الحالة النفسية للكويتيين بعد الوباء نحتاج دكاترة يعالجونهم شوفة نفس عالفاضي وهم اكبر انجاز عندهم كاس الخليج.,Negative,0,0,0,0,0,0,1,0,0,0,0
المساجد هتجيب فيروس كورونا .. اه   وتصوير المسلسلات لا .. وتشغيل المترو لا  احنا فى زمن المسخ  إنا لله و إنا اليه راجعون,Negative,0,0,0,1,0,0,1,0,0,0,0
"سقطة كبيرة للاسف ، لكني اللي مستغربه اكثر من البرنامج اش دخل حياة الفهد فأزمة كورونا تتصل عليها؟",Negative,0,0,0,0,0,1,1,0,0,0,0
شرطة مدينة نيويورك: 1193 من عناصرنا مصابون بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
عزل منطقة نهج المطار من ولاية بعد موت مسن اتضح اصابته بفيروس .. الله يرحموا,Neutral,0,0,0,0,0,0,0,0,1,0,0
"|\إسكوا\"": أكثر من 8 ملايين في العالم العربي سيقعون في براثن الفقر بسبب كورونا (دراسة)""",Neutral,0,0,0,0,0,0,0,0,1,0,0
عاجل | المستشارة الألمانية: قد نوصي باعتماد التطبيقات الإلكترونية لتتبع الإصابات بفيروس كورونا إذا ثبتت فعاليتها,Neutral,0,0,0,0,0,0,0,0,1,1,0
"وسائل إعلام أمريكية: أكثر من 4000 بحار على متن حاملة الطائرات الأمريكية \ثيودور روزفلت\"" مصابون بفيروس المستجد.""",Neutral,0,0,0,0,0,0,0,0,1,0,0
 عن الحالة الي توفت اليوم بسب     منين أجت وكيف انتقل الها الفيروس ومن ايمتى,Neutral,0,0,0,0,0,0,0,0,0,1,0
لا تمتلك العلاج لاتقل لي بأنك الطبيب المداوي     ,Negative,0,0,0,0,0,0,1,0,0,0,0
"اعنلت خلية الازمة النيابية، الأربعاء، عن استعدادت حكومية لإطلاق رواتب لـ67 الف عائلة عراقية تضررت إثر تفشي فيروس كورونا في البلاد.",Neutral,0,0,0,0,0,0,0,0,1,0,0
كورونا يضرب إسرائيل  إسرائيل تعلن أرتفاع عدد المصابين بكورونا  ل5591 ووفاة 21حالة  ربنا يزدهم مرض قولوا آمين,Neutral,0,0,0,0,0,0,0,0,1,0,0
كان ﷺ يتعوذ من جهد البلاء ودرك الشقاء وسوء القضاء.. صلوا عليه    ,Positive,0,0,1,0,0,0,0,0,0,0,0
"أُنَادِيكَ يَارَبِّ، نِدَاءَ غريقِ فِي بَحْرٍ هَائِجٍ   اَللَّهُمَّ اِسْتَجِبْ 💜 🤲🏻  ",Positive,0,0,1,0,0,0,0,0,0,0,0
النيابة العامة تبدأ التحقيق مع أحد مشاهير وسائل التواصل بعد جلب حلاق في مقر إقامته.     ,Neutral,0,0,0,0,0,0,0,0,1,0,0
#NAME?,Neutral,0,0,0,0,0,0,0,0,1,1,0
✍️رسمياً : الصحة تعلن ان كورونا مرضاً معدياً     ,Neutral,0,0,0,0,0,0,0,0,1,0,0
كل الناس جاها كورونا الا جاك اهببب يارب يجيه 😒😒  ,Negative,0,0,0,1,0,0,1,0,0,0,0
    اذا تحدثت عن الانسانية فهي المملكة العربية السعودية     اما الغرب فبتأمينك او بمالك او تلاقي مصيرك المحتوم .,Positive,1,1,0,0,0,0,0,0,0,0,0
"الحمدلله التعبئة العامة تمام، العالم مضبوبة كلها بسيارتها عم تكزدر ليل نهار!!الف عافية جميعاً ",Positive,1,0,1,0,0,0,0,0,0,0,0
قبل قليل   أعمال شغب وتصادم بين اليهود وشرطة الاحتلال الصهيوني في الأراضي الفلسطينية المحتلة   بسبب فيروس كورونا   ,Neutral,0,0,0,0,0,0,0,0,1,0,0
"من محاسن كورونا انه غسل شهر ابريل من الكذب \الكذبة المشهورة بكذبة ابريل\""",Positive,1,0,0,0,0,0,0,0,0,0,0
كل متخطم عليا جملة كورونا فايروس نقراها بصوت كاردي بي😂😂🤣🤦🏻‍♂️لصق الصوت,Joking,0,0,0,0,0,0,0,0,0,0,1
خبر مفرح من مستشفى رفيق الحريري♥️♥️    6 إصابات بفيروس تماثلت للشفاء    الحمدلله 🙏🙏 عقبال عند الباقيين ❤️    #,Positive,1,0,0,0,0,0,0,0,0,0,0
بفضل الغالي علينا   كورونا   الجيش الامريكي صار مريكي   ,Neutral,0,0,0,0,0,0,0,0,0,1,0
حتى اليوم أول أبريل 2020م:  لا زالت 🇾🇪 خالية من فيروس    ياربي لك الحمد في الراحه وفي الشدة,Positive,1,0,0,0,0,0,0,0,0,0,0
"|\إسكوا\"": أكثر من 8 ملايين في العالم العربي سيقعون في براثن الفقر بسبب كورونا (دراسة)""",Neutral,0,0,0,0,0,0,0,0,1,0,0
لولا كورونا كان انا وكاردي قاعدين ناكل سوشي,Joking,0,0,0,0,0,0,0,0,0,0,1
ماندري والله نخاف من كورونا ولا نخاف من الأختبارات الي راح تجينا وحنا مو عارفين شي 💔 ,Negative,0,0,0,0,1,0,1,0,0,0,0
ًو ما زال البعض مستهتر بالقياده لحد الجنون ولا يحترم انظمه المرور !!!  يعني فوق ضيم كورونا ما سلمنا منكم .,Negative,0,0,0,0,0,0,1,0,0,0,0
مستشفى قلب يسوع أعد جناحا لإجراء الفحوص الخاصة بفيروس كورونا إضافة إلى معالجة المصابين,Neutral,0,0,0,0,0,0,0,0,1,0,0
اتمني بقا نبطل تهزيق ف حوار كرونا وكدا لان الحوار قلب جد,Negative,0,0,0,0,1,0,1,0,0,0,0
ترا دوام كورونا مو الساعة ٣ اقعدوا في بيوتكم وفكونا ترا طفشنا,Negative,0,0,0,0,0,0,1,0,0,0,0
عاجل | إلغاء بطولة ويمبلدون للتنس 2020 تجنبًا لانتشار فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
بسيطه علاج كرونا في شجرة (الكين ) لكن محد يسمع لي ,Joking,0,0,0,0,0,0,0,0,0,0,1
كورونا رجعتني اجلس على الرصيف كأني ايام الثانويه...,Joking,0,0,0,0,0,0,0,0,0,0,1
إلغاء بطولة ويمبلدون للتنس 2020 بسبب تفشي كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
"عمران خان، رئيس وزراء باكستان يلجئ لطلب المعونة لمواجهة ",Neutral,0,0,0,0,0,0,0,0,1,0,0
قبل قليل   أعمال شغب وتصادم بين اليهود وشرطة الاحتلال الصهيوني في الأراضي الفلسطينية المحتلة   بسبب فيروس كورونا   ,Neutral,0,0,0,0,0,0,0,0,1,0,0
متخيلين انو احنه بعدنه ننتظر من الناس خير ونفكر بيهم بحسن نيه رغم انهم اسوء من الشيطان بالنبي كورونا حيل بينه  ,Negative,0,0,0,0,0,1,1,0,0,0,0
ارتفاع الإصابات بفيروس في صفوف العاملين إلى 1400,Neutral,0,0,0,0,0,0,0,0,1,0,0
رسمي :     إلغا بطولة ويمبلدون 2020 بسبب وباء كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
وزارة الصحه المصرية تعلن عن مصل لفيروس المستجد      ,Neutral,0,0,0,0,0,0,0,0,1,0,0
انا بقرأ الكلمه دي كورونا طين كفايه بقا,Negative,0,0,0,0,0,1,1,0,0,0,0
اللهم الفرج عظيم َ. و دموع الفرح وسجدات الشكر 🙏    ,Positive,0,0,1,0,0,0,0,0,0,0,0
البنتاغون يعلن ارتفاع عدد الإصابات بفايروس كورونا في صفوف العاملين فيه الى 1405.,Neutral,0,0,0,0,0,0,0,0,1,0,0
"إلغاء بطولة ويمبلدون للتنس بسبب فيروس كورونا \كوفيد-١٩\"".""",Neutral,0,0,0,0,0,0,0,0,1,0,0
"ماذا لو كان فك شفرة علاج كورونا موجود في دماغ أحد السجناء المقهورين، او في دماغ عبقري لم ينل حظه من التعليم !",Neutral,0,0,0,0,0,0,0,0,0,1,0
كورونا يسجل 14 حالة وفاة في لبنان 1 نيسان,Neutral,0,0,0,0,0,0,0,0,1,0,0
 للشباب      ماعلمك تمسك الماكينة وتحدد ذقنك زي الناس ؟,Neutral,0,0,0,0,0,0,0,0,0,1,0
 يصاب الشيعة طبيب ولكنه لم يداوي أحداً..حتى نفسه..غياب العقل والدين؟.,Neutral,0,0,0,0,0,0,0,0,0,1,0
مقال مهم جدًا حول كورونا  يُرجى الإطلاع عليه,Neutral,0,0,0,0,0,0,0,0,1,1,0
الناس صارو يحبون المشي والطلعات مازانت لهم الا بوقت ,Negative,0,0,0,0,0,0,1,0,0,0,0
الجيش الامريكي واصطوله يهزمه كائن لا يرى بالعين المجردة  ( كورونا اذلكم ياجبابرة الارض),Negative,0,0,0,0,0,0,1,0,0,0,0
   عاشت شهرين جحيم مع فيروس كورونا  كسبت تعاطف العالم .     عاشت أكثرمن تسع سنوات في الجحيم  لم يتعاطف معها حتى العالم الإسلامي .,Negative,0,0,0,0,0,1,1,0,0,0,0
إلغاء للتنس 2020 بسبب تفشي,Neutral,0,0,0,0,0,0,0,0,1,0,0
بحريننا| عاجل - إلغاء بطولة ويمبلدون للتنس بسبب فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
إلغاء بطولة ويمبلدون للتنس بسبب تفشي فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
الراجل بتاع الكريب عايز يعمل كريب كورونا بس مش عارف يحط فيه إيه,Joking,0,0,0,0,0,0,0,0,0,0,1
إلغاء بطولة ويمبلدون للتنس 2020 بسبب تفشي كورونا,Neutral,0,0,0,0,0,0,0,0,1,0,0
ميركل: ألمانيا تمدد التدابير الاحترازية بسبب تفشي فيروس كورونا حتى 19 إبريل على الأقل,Neutral,0,0,0,0,0,0,0,0,1,0,0
مطلب (التعاونية) يعود للنور مع ظهور ازمة وإغلاق المنافذ الحدودية والجوية,Neutral,0,0,0,0,0,0,0,0,1,0,0
وسائل إعلام أميركية: تسجيل 596 حالة إصابة بفيروس كورونا في العاصمة واشنطن ووفاة 11 شخصا حتى الآن,Neutral,0,0,0,0,0,0,0,0,1,0,0
هنموت كلنا 😀  ده ملخص الاخبار        ,Negative,0,0,0,1,0,0,0,0,0,0,0
زمن كورونا مو وقت اللهو والطرب ,Negative,0,0,0,1,0,0,1,0,0,0,0
اذا مامت من كرونا بموت بسبب النص ساعه قبل الحضر,Negative,0,0,0,1,1,0,1,0,0,0,0
و يمكن عشان عشان كورونا ينتشر بينه مو بين الوافدين وجذين تعالجون عيالنا لانهم اولى من الوافدين.,Negative,0,0,0,0,0,0,1,0,0,0,0
عفيه كورونا رجع البعثيه والمطلوبين الي ٢٤ ساعه يحجون ع العراق والشيعه خصوصا هسه فرصه للشيعه ضد الهتليه ربع صدام اذا بقه من يطالب بثاره,Negative,0,0,0,0,0,0,1,0,0,0,0
وزارة الصحة اللبنانية: تسجيل وفاتين جديدتين بفيروس كورونا ليرتفع إجمالي الوفيات إلى 14.,Neutral,0,0,0,0,0,0,0,0,1,0,0
اهم شي بعد انتهاء من كورونا اول شي يفتح تدريجي بليز   عيادات   صالونات   سوق   بعدين نرجع دوامات     بليز حكومه عن الاحراج 🙄,Joking,0,0,0,0,0,0,0,0,0,0,1
"من جاء كورونا ، قد طلبتوا من شي ان ؟ تكفون لي ثلاث ايام معبيه السله وخايفه اعتمده",Negative,0,0,0,0,1,0,0,0,0,0,0
✅متفائل   وارى القادم افضل وباء سيكون خيرا على الجزائر 🇩🇿,Positive,1,0,0,0,0,0,0,0,0,0,0
قبل قليل   أعمال شغب وتصادم بين اليهود وشرطة الاحتلال الصهيوني في الأراضي الفلسطينية المحتلة   بسبب فيروس كورونا   ,Neutral,0,0,0,0,0,0,0,0,1,0,0
لكن المشكلة أن تطبيق مناعة القطيع على فيروس كورونا يتطلب أن تصاب نسبة كبيرة من سكان العالم ثم تتعافي من المرض؛ يعني هذا إصابة ملايين البشر,Neutral,0,0,0,0,0,0,0,0,1,1,0
وسائل إعلام أميركية: تسجيل 596 حالة إصابة بفيروس في العاصمة واشنطن ووفاة 11 شخصا حتى الآن,Neutral,0,0,0,0,0,0,0,0,1,0,0
سلطات تدفع للسجناء مقابل حفر قبور جماعية       ,Neutral,0,0,0,0,0,0,0,0,1,1,0
اذا خلصنا من كورونا ماراح ادش البيت الا للضروره القصوى,Joking,0,0,0,0,0,0,0,0,0,0,1
وسائل إعلام أميركية: تسجيل 596 حالة إصابة بفيروس في العاصمة واشنطن ووفاة 11 شخصا حتى الآن,Neutral,0,0,0,0,0,0,0,0,1,0,0
وكالة الصحافة الفرنسية: إلغاء بطولة ويمبلدون الإنجليزية لكرة التنس بسبب فيروس .,Neutral,0,0,0,0,0,0,0,0,1,1,0
__🏻‍💻 اعلن تعاطفي مع كل مسن في هذا حيث وهم اكثر عرضة للإصابة والوفاة بفيرس وأدعو الله ان يكون معهم وينجيهم من هذا الوباء يارب,Positive,0,0,1,0,0,0,0,0,0,0,0
كورونا نعمه من الله   عشان تخليك تعوف عدوك من صاحبك,Negative,0,0,0,0,0,0,1,0,0,0,0
وسائل إعلام أميركية: تسجيل 596 حالة إصابة بفيروس كورونا في العاصمة واشنطن ووفاة 11 شخصا حتى الآن,Neutral,0,0,0,0,0,0,0,0,1,0,0
"اللهم سلّم اطفالي من العلل والآفات والأوبئة، اللهم سلّمهم من شر الأشرار آناء الليل وأطراف النهار، واحفظهم يارب...    ",Positive,0,0,1,0,0,0,0,0,0,0,0
"تسجل 74 إصابة جديدة بفيروس ليرتفع الإجمالي لديها إلى 1,000 إصابة",Neutral,0,0,0,0,0,0,0,0,1,0,0
وفاة 11 شخصا فى العاصمه واشنطن واصابة 596 بفيروس كورونا خلال 24 ساعه الماضيه @ م ك م,Neutral,0,0,0,0,0,0,0,0,1,0,0
المرض أصغر رساله تقول للإنسان : ما أضعفك !  يارب إشفي كل من يحتاج عافيتك  ,Positive,0,0,1,0,0,0,0,0,0,0,0
كلام يفحم من يشكك بولائنا ,Neutral,0,0,0,0,0,0,0,0,0,1,0
عالميمر وعالميمر   يمعود اگعد ببيتك لا تفتر 🤭    شبيكم شكو عيد كلها طالعة ولا عبالك كورونا 🤦🏻‍♀️,Negative,0,0,0,0,0,1,1,0,0,0,0
صراحه مره سخيف وكأن مزحته فيها استهزاء للي فيهم كورونا ليته راقد,Negative,0,0,0,0,0,1,1,0,0,0,0
كورونا بيطلعهم على حقيقتهم. المسألة مسألة وقت 🦠,Negative,0,0,0,0,0,1,1,0,0,0,0
" اللبناني عداد ، في ناس مريضين بالبيوت ما معن حق الادوية ليتعالجو ، هودي عم بموتو عالسكت ",Negative,0,0,0,0,0,0,1,0,0,0,0
أثرياء و   يتبرعون بأموالهم لإنقاذ بلادهم  وأثرياء العرب يرفعون أسعار السلع  لزيادة أموالهم والله انهم اخطر علينا من ,Negative,0,0,0,0,0,0,1,0,0,0,0
 — ألمانيا تمنع الطائرات القادمة من إيران الهبوط في مطاراتها,Neutral,0,0,0,0,0,0,0,0,1,0,0
 تمنع الطائرات القادمة من الهبوط في مطاراتها     ,Neutral,0,0,0,0,0,0,0,0,1,0,0
تقرير استخباراتي امريكي يعلن رسميا ان بيانات الصين عن حالات الوفاة بسبب كورونا '' مزيفة '',Neutral,0,0,0,0,0,0,0,0,1,0,0
الناطق باسم الحكومة الفلسطينية: لا إصابات جديدة بفيروس كورونا و500 عينة قيد الفحص المخبري,Neutral,0,0,0,0,0,0,0,0,1,0,0
"شفت الفيروسات حتى عييت ؤ ماشفتش بحال هاد كورونا ، مزاف على فيروس ، بان ليا بحال لكيتسطى على البشر ،عندو اهداف باغي اوصل ليهم ؤ الله اعلم🤔🤥",Negative,0,0,0,0,1,0,1,1,0,0,0
سؤال للأيجابيين     وأنتوا في ظل ظروف أزمة كورونا وقعدة البيت وماكو شغل  شنو الفايدة اللي طلعتوا فيها حتى الأن ؟    بكلمتين من أيدكم الحلوه ..,Positive,1,0,0,0,0,0,0,0,0,0,0
اللهم أيقظنا بالخبر اليقين بزوال الفيروس كورونا وشفاء المصابين وفتح المساجد للمصلين آمين العالمين ❤,Positive,0,0,1,0,0,0,0,0,0,0,0
 في أوروبا وأمريكا الشعوب تموت بسبب ليس لديهم تأمين صحي للعلاج من كورونا وفي الكويت العلاج بالمجان .,Positive,0,1,0,0,0,0,0,0,0,0,0
لا تستهين وحافظوا علي انفسكم وعلي احبابكم   ,Positive,1,0,0,0,0,0,0,0,0,0,0
"عدد الوفيات بإيطاليا وصل اليوم الى 12,443 🙁!    ايطاليا بعد كل ما قدمه للعالم ...يتخبط وحده في هذه المأساة !",Negative,0,0,0,0,0,1,0,0,0,0,0
رئيس بلدية بشري فرادي كيروز: رغم بروز 7 حالات كورونا في البلدة إلا أن الوضع محصور لأنها من مصدر واحد ...,Neutral,0,0,0,0,0,0,0,0,1,0,0
ملحم: لا إصابات جديدة وأكثر من 500 عينة تحت الفحص,Neutral,0,0,0,0,0,0,0,0,1,0,0
"لذلك نكرر ونقول :  عدم وجود أعضاء مجلس الأمة في أزمة كورونا ، هو خير للأمة .",Negative,0,0,0,0,0,0,1,0,0,0,0
بريطانيا:    تسجيل 563 حالة وفاة بسبب فيروس كورونا.,Neutral,0,0,0,0,0,0,0,0,1,0,0
الواجبات والتكاليف صايره تنافس كورونا في التكاثر     ,Negative,0,0,0,0,0,0,1,0,0,0,0
 يقولون ان Coronavirus اسوء شي حصل للبشرية بعد الحرب العالمية الاولى وكلامهم ما يزيد الا خوف وشكل الموضوع مطول جدًا!!!!,Negative,0,0,0,1,1,0,0,0,0,0,0
لا تعليق 🙄😒✋  كملوا 👈🥁🥁🥁🥁        ,Neutral,0,0,0,0,0,0,0,0,0,1,0
"'  للقلب ربٌّ يحميه، يُداويه، يهديه، يجبُره ويُغنيه ❤️  '   ",Positive,1,0,1,0,0,0,0,0,0,0,0
"كلمة \الجائحة\"" انتشرت في يوم وليلة أسرع من إنتشار كورونا ذات نفسه، كان ماله يعني الوبا يا أبناء المتحذلقات""",Negative,0,0,0,0,0,0,1,0,0,0,0
صاحبي مصمم إني أفحص كورونا عشان يتطمن علية😂😂😂😂😊😊,Joking,0,0,0,0,0,0,0,0,0,0,1
"الأخبار MBC :  \لا إصابة بفايروس كورونا في حائل حتى هذا اليوم\""",Neutral,0,0,0,0,0,0,0,0,1,0,0
هل تتوقعون تفكك الاتحاد الأوروبي بعد وباء كورونا .    (بسبب عدم مساعدة إيطاليا),Neutral,0,0,0,0,0,0,0,0,0,1,0
الصحة العالمية : العراق أصبح بالمركز الثاني في الشرق الأوسط بعدد الوفيات بفيروس كورونا بعد إيران....,Neutral,0,0,0,0,0,0,0,0,1,0,0
من التوكل على الله:     الأخذ بأسباب الوقاية من      ( فيروس كورونا ),Positive,1,0,1,0,0,0,0,0,0,0,0
يلغو الجامعة عشان كورونا ❌... يلغو فريندز عشان كورونا ✅ وتتتتتتتففففففففف,Negative,0,0,0,0,0,0,1,0,0,0,0
"وسائل إعلام أمريكية | أكثر من 4000 بحار على متن حاملة الطائرات الأمريكية \ثيودور روزفلت\"" مصابون بفيروس كورونا""",Neutral,0,0,0,0,0,0,0,0,1,0,0
لا اله الا الله '  ياجماعه يارب يختفي كورونا والله تعبت نفسيا 💔,Negative,0,0,0,0,1,1,0,0,0,0,0
أمريكا تسجل 865 وفاة جديدة بفيروس كورونا فى يوم واحد اين سلاح الدمار الشامل,Neutral,0,0,0,0,0,0,0,0,1,0,0
مش كتير ماهو يالموت من كورونا يامن الجوع,Negative,0,0,0,1,0,0,0,0,0,0,0
إثيوبيا تعلن و احنا نجتمع بخصوص كورونا   يـا الله ما لنا سواك فوضنا (شعب مصر) امرنا إليك 😔,Neutral,0,0,0,0,0,0,0,0,0,1,0
عدم ظهور أعراض على الشخص لا يعني أنه سليم لأن الذين لديهم مناعة قوية لا تظهر عليهم الأعراض ولكنهم ينقلون المرض إلى الآخرين.,Neutral,0,0,0,0,0,0,0,0,1,0,0
فلتصمت كل الحروب وتتوقف الصراعات حتى نواجه أخطر تحديات العصر وباء كورونا . إن العالم الآن أحوج ما يكون إلى قيمة العمل الجماعي المشترك.,Positive,0,1,1,0,0,0,0,0,0,0,0
كون غا جا هاذ كورونا مع عيد الكبير ياك كلشي كيمشي. لدارو و كتخوا كازا والمدن الكبرى كون دغيا طبقو حالة طوارئ,Negative,0,0,0,1,0,1,0,0,0,0,0
"قلنا من البداية، الموضوع اكبر من كورونا  أمريكيا دون سابق إنذار تنسحب من العراق وسوريا و السعودية،،،  زمان غريب يا زمان",Negative,0,0,0,0,0,0,0,1,0,0,0
محافظ الوضع حساس ودخلنا مرحلة الخطر ..   ,Neutral,0,0,0,0,0,0,0,0,1,0,0
دايم فترة الربيع اكثر وقت اكون فيه مبسوطة بس شكرا كورونا و للحياة و للاختبارات كان زفت و ابريل و مايو الله يستر منهم ما ابغى اتشأيم بس اوف,Negative,0,0,0,1,0,1,1,0,0,0,0
 بعض الناس يرفض المصافحة  خايف من كورونا  لكن تعطيه فلوس    يلحس أصابعه وهو يعدها 😂😂,Joking,0,0,0,0,0,0,0,0,0,0,1
 وجربو عليه لقاحات فايروس كورونا,Negative,0,0,0,0,0,0,1,0,0,0,0
المقارنة بين سعد جابر وسلامة حماد يذكرني بقصة توم وجيري   يا رجل أضحكت سني الذي لا أمتلكه فلا تجعلني أضحك بدون أسنان     ,Joking,0,0,0,0,0,0,0,0,0,0,1
" | المستشارة الألمانية، أنجيلا ميركل: قد نوصي باعتماد التطبيقات الإلكترونية لتتبع الإصابات بـ إذا ثبتت فعاليتها",Neutral,0,0,0,0,0,0,0,0,1,0,0
